Cod_setor;Situacao_setor;V001;V002;V003
354780905000860;1;37;0;0
354780905000861;1;16;0;0
354780905000862;1;30;0;0
354780905000863;1;16;0;0
354780905000864;1;27;0;0
354780905000865;1;34;0;0
354780905000866;1;0;0;0
354780905000867;1;16;0;0
354780905000868;1;26;0;0
354780905000869;1;4;0;0
354780905000870;1;43;0;0
354780905000871;1;4;0;0
354780905000872;1;10;0;0
354780905000874;1;17;0;0
354780905000875;1;16;0;0
354780905000876;1;39;0;0
354780905000877;1;23;0;0
354780905000878;1;6;X;X
354780905000879;1;55;0;0
354780905000880;1;73;0;0
354780905000881;1;70;0;1
354780905000882;1;20;0;0
354780905000883;1;33;0;0
354780905000884;1;12;0;0
354780905000885;1;7;X;X
354780905000886;1;19;0;0
354780905000887;1;49;0;0
354780905000888;1;33;0;0
354780905000889;1;43;0;0
354780905000890;1;8;0;0
354780905000891;1;23;0;0
354780905000892;1;15;0;0
354780905000894;1;22;0;0
354780905000895;1;22;0;0
354780905000896;1;60;0;0
354780905000897;1;40;0;0
354780905000898;1;87;0;0
354780905000899;1;12;0;0
354780905000900;1;25;0;0
354780905000901;1;128;0;0
354780905000902;1;228;0;0
354780905000903;1;44;0;0
354780905000904;1;13;0;0
354780905000905;1;12;0;0
354780905000906;1;55;0;0
354780905000907;1;51;0;0
354780905000909;1;93;0;0
354780905000910;1;11;0;0
354780905000911;1;46;0;0
354780905000912;1;5;0;0
354780905000913;1;4;X;X
354780905000914;1;67;0;0
354780905000915;1;2;0;0
354780905000916;1;1;X;X
354780905000917;1;32;0;0
354780905000918;1;21;0;0
354780905000919;1;111;0;0
354780905000921;1;32;0;0
354780905000922;1;61;0;0
354780905000923;1;11;0;0
354780905000924;1;46;0;0
354780905000925;1;29;0;0
354780905000926;1;19;0;0
354780905000927;1;12;0;1
354780905000928;1;6;0;0
354780905000929;1;54;0;0
354780905000930;1;16;0;0
354780905000931;1;48;0;0
354780905000932;1;69;0;0
354780905000933;1;71;0;0
354780905000934;1;148;0;0
354780905000935;1;25;0;0
354780905000936;1;83;0;0
354780905000937;1;89;0;0
354780905000938;1;32;0;0
354780905000939;1;66;0;0
354780905000940;1;21;0;0
354780905000941;1;16;0;0
354780905000942;1;50;0;0
354780905000943;1;31;0;0
354780905000944;1;42;0;0
354780905000945;1;25;0;0
354780905000946;1;7;0;0
354780905000947;1;12;0;0
354780905000948;1;48;0;0
354780905000949;1;30;0;0
354780905000950;1;42;0;0
354780905000951;1;24;0;0
354780905000953;1;6;0;0
354780905000954;1;9;0;0
354780905000956;1;77;0;1
354780905000957;1;8;0;0
354780905000958;1;30;0;0
354780905000959;1;49;0;0
354780905000960;1;12;0;0
354780905000961;1;30;0;0
354780905000962;1;13;0;0
354780905000963;1;18;0;0
354780905000964;1;33;0;0
354780905000965;1;12;0;0
354780905000966;1;18;0;0
354780905000967;1;95;0;0
354780905000968;1;72;0;0
354780905000969;1;64;0;0
354780905000970;1;64;1;0
354780905000971;1;60;0;0
354780905000972;1;27;0;0
354780905000973;1;14;0;0
354780905000974;1;18;0;0
354780905000975;1;5;0;0
354780905000976;1;116;0;0
354780905000977;1;11;0;0
354780905000978;1;42;0;0
354780905000979;1;66;0;0
354780905000980;1;27;0;0
354780905000983;2;77;0;0
354780905000984;2;21;0;0
354780905000985;2;59;0;1
354780905000987;1;48;0;0
354780905000988;1;120;0;0
354780905000989;1;274;0;0
354780905000990;1;32;0;0
354780905000991;1;157;0;0
354780905000992;1;194;0;0
354780905000993;1;84;0;0
354780905000994;1;15;0;0
354780905000995;1;20;0;0
354780905000997;1;31;0;0
354780908000001;1;69;0;0
354780908000002;1;100;0;0
354780908000003;1;52;0;0
354780908000004;1;36;0;0
354780908000005;1;60;0;0
354780908000006;1;76;0;0
354780908000007;1;65;0;0
354780908000008;1;135;0;0
354780908000009;1;91;0;0
354780908000010;1;71;0;0
354780908000011;1;201;0;0
354780908000012;1;120;0;0
354780908000013;1;75;0;0
354780908000014;1;58;0;0
354780908000015;1;137;0;0
354780908000016;1;65;0;0
354780908000017;1;85;0;0
354780908000018;1;70;0;0
354780908000019;1;48;0;0
354780908000020;1;77;0;0
354780908000021;1;26;0;0
354780908000022;1;76;0;0
354780908000023;1;72;0;0
354780908000024;1;67;0;0
354780908000025;1;84;0;0
354780908000026;1;117;0;0
354780908000027;1;95;0;0
354780908000028;1;54;0;0
354780908000029;1;65;0;0
354780908000030;1;133;0;0
354780908000031;1;77;0;0
354780908000032;1;95;0;0
354780908000033;1;85;0;0
354780908000034;1;72;0;0
354780908000035;1;76;0;0
354780908000036;1;74;0;0
354780908000037;1;57;0;0
354780908000038;1;70;0;0
354780908000039;1;68;0;0
354780908000040;1;107;0;0
354780908000041;1;52;0;0
354780908000042;1;85;0;0
354780908000043;1;64;0;0
354780908000044;1;82;0;0
354780908000045;1;153;0;0
354780908000046;1;90;1;0
354780908000047;1;252;0;0
354780908000048;1;137;0;0
354780908000049;1;214;0;0
354780908000050;1;151;0;0
354780908000051;1;60;0;0
354780908000052;1;116;0;0
354780908000053;1;113;0;0
354780908000054;1;136;0;0
354780908000055;1;80;0;0
354780908000056;1;76;0;0
354780908000057;1;57;0;1
354780908000058;1;84;1;0
354780908000059;1;86;0;0
354780908000060;1;53;0;0
354780908000061;1;73;0;0
354780908000062;1;48;0;0
354780908000063;1;72;0;0
354780908000064;1;107;0;0
354780908000065;1;119;0;9
354780908000066;1;100;0;0
354780908000067;1;70;0;0
354780908000068;1;85;0;0
354780908000069;1;25;0;0
354780908000070;1;103;0;0
354780908000071;1;95;0;0
354780908000072;1;109;0;0
354780908000073;1;100;0;0
354780908000074;1;102;0;0
354780908000075;1;92;0;0
354780908000076;1;72;0;0
354780908000077;1;80;0;0
354780908000079;1;97;0;0
354780908000080;1;67;0;0
354780908000081;1;24;0;0
354780908000082;1;34;0;0
354780908000083;1;63;0;0
354780908000085;1;96;0;0
354780908000086;1;91;0;0
354780908000087;1;70;0;0
354780908000088;1;144;0;0
354780908000089;1;80;0;0
354780908000090;1;73;0;0
354780908000091;1;101;0;0
354780908000092;1;138;0;0
354780908000093;1;126;0;0
354780908000094;1;106;0;0
354780908000095;1;211;0;0
354780908000096;1;130;0;0
354780908000097;1;324;0;1
354780908000098;1;272;0;0
354780908000099;1;84;0;0
354780908000101;1;40;0;0
354780908000102;1;55;0;0
354780908000103;1;63;0;0
354780908000104;1;118;0;0
354780908000105;1;72;1;0
354780908000106;1;67;0;0
354780908000107;1;56;0;0
354780908000108;1;45;0;0
354780908000109;1;62;0;0
354780908000110;1;75;0;0
354780908000111;1;52;0;0
354780908000112;1;62;0;0
354780908000113;1;190;0;0
354780908000114;1;59;0;0
354780908000115;1;87;0;0
354780908000116;1;160;0;0
354780908000117;1;23;0;0
354780908000118;1;93;0;0
354780908000119;1;48;0;0
354780908000120;1;72;0;0
354780908000121;1;55;0;0
354780908000122;1;136;0;0
354780908000123;1;135;0;0
354780908000124;1;92;0;0
354780908000125;1;88;0;0
354780908000127;1;47;0;0
354780908000128;1;55;0;0
354780908000129;1;57;0;0
354780908000130;1;17;0;0
354780908000133;1;111;0;0
354780908000134;1;28;0;0
354780908000135;1;161;1;0
354780908000136;1;76;0;0
354780908000137;1;26;0;0
354780908000138;1;2;X;X
354780908000139;1;23;0;0
354780908000140;1;35;0;0
354780908000141;1;6;X;X
354780908000142;1;26;0;0
354780908000143;1;10;0;0
354780908000144;1;25;0;0
354780908000145;1;30;0;0
354780908000146;1;6;0;0
354780908000147;1;13;0;0
354780908000148;1;26;0;0
354780908000149;1;65;0;0
354780908000150;1;10;0;0
354780908000151;1;95;0;0
354780908000152;1;40;0;0
354780908000153;1;26;0;0
354780908000154;1;24;0;0
354780908000155;1;46;0;0
354780908000156;1;12;0;0
354780908000157;1;20;0;0
354780908000158;1;7;X;X
354780908000159;1;21;0;0
354780908000160;1;11;0;0
354780908000161;1;4;X;X
354780908000162;1;27;0;0
354780908000163;1;148;0;0
354780908000164;1;21;0;0
354780908000165;1;15;0;0
354780908000166;1;26;0;0
354780910000001;1;40;0;0
354780910000002;1;33;0;0
354780910000003;2;8;0;0
354780910000006;1;78;0;0
354780910000008;2;102;0;0
354780910000011;2;164;0;0
354780910000014;2;22;0;0
354780910000016;1;5;X;X
354780910000019;2;12;X;X
354780910000020;2;0;X;X
354780910000021;2;15;0;0
354780910000023;2;40;0;0
354780910000024;2;28;0;0
354780910000025;2;8;0;0
354780910000026;2;42;0;0
354790805000001;1;178;0;1
354790805000002;1;89;0;0
354790805000003;1;94;0;0
354790805000004;1;175;0;0
354790805000005;1;74;0;0
354790805000006;8;31;0;0
354790805000007;8;70;0;0
354790805000008;8;27;0;0
354790805000009;8;85;0;0
354790805000010;8;55;0;0
354800505000001;1;94;0;0
354800505000002;1;101;0;0
354800505000003;1;144;0;0
354800505000004;1;110;0;0
354800505000005;1;107;0;0
354800505000006;1;191;0;0
354800505000007;1;58;0;0
354800505000008;1;43;0;0
354800505000009;1;102;0;0
354800505000010;1;102;0;0
354800505000011;1;115;1;0
354800505000012;1;102;0;0
354800505000013;1;67;0;0
354800505000014;1;194;0;0
354800505000015;1;127;1;0
354800505000016;1;229;0;0
354800505000017;1;125;0;0
354800505000018;1;258;1;0
354800505000019;3;20;0;0
354800505000020;3;13;0;0
354800505000021;3;64;0;0
354800505000022;8;54;0;0
354800505000023;8;103;1;1
354800505000024;8;28;0;0
354800505000025;8;85;0;0
354800505000026;8;35;0;0
354800505000027;1;295;0;0
354800505000028;1;40;0;0
354800505000029;1;207;0;0
354800505000030;1;125;0;0
354805405000001;1;41;0;0
354805405000002;1;58;0;0
354805405000003;1;63;0;0
354805405000004;1;104;0;0
354805405000005;1;161;0;0
354805405000006;3;1;0;0
354805405000007;3;6;0;0
354805405000009;3;0;X;X
354805405000010;3;3;0;0
354805405000011;3;3;0;0
354805405000012;3;8;0;0
354805405000013;3;0;X;X
354805405000014;3;0;X;X
354805405000015;3;0;X;X
354805405000016;8;2;0;0
354805405000017;8;33;0;0
354805405000018;8;29;0;0
354805405000019;8;32;0;0
354805405000020;8;14;0;0
354805405000021;8;24;0;0
354805405000022;1;16;0;0
354805405000023;3;0;X;X
354805410000001;1;102;0;0
354805410000003;8;12;0;0
354805410000004;8;11;0;0
354805410000005;8;15;0;0
354805410000006;8;17;0;0
354805415000001;1;145;0;0
354805415000002;1;62;0;0
354805415000003;1;44;0;0
354805415000004;8;44;0;0
354805415000005;8;5;0;0
354805415000006;8;19;0;0
354805415000007;1;34;0;0
354810405000001;1;65;0;0
354810405000002;1;117;0;0
354810405000003;1;62;0;0
354810405000004;1;80;0;0
354810405000005;1;157;0;0
354810405000006;8;57;0;0
354810405000007;8;85;0;0
354810405000008;8;23;0;0
354810405000009;8;72;0;0
354810405000010;8;87;0;0
354810405000011;8;40;0;0
354820305000001;1;163;0;0
354820305000002;1;97;0;0
354820305000003;2;121;0;0
354820305000004;2;16;0;0
354820305000005;1;32;0;0
354820305000006;1;121;0;0
354820305000007;1;5;0;0
354820305000008;2;2;X;X
354820305000009;1;0;X;X
354820305000010;1;0;X;X
354820305000011;1;13;0;0
354820305000012;3;44;0;0
354820305000015;8;72;0;0
354820305000016;8;23;0;0
354820305000017;8;93;0;0
354820305000018;8;70;0;0
354820305000019;8;36;0;0
354820305000020;8;151;0;0
354830205000001;1;81;0;0
354830205000002;1;105;0;0
354830205000003;1;62;0;0
354830205000004;1;31;0;0
354830205000005;1;15;0;0
354830205000006;1;0;X;X
354830205000007;1;54;3;0
354830205000008;8;8;0;0
354830205000009;8;7;0;0
354830205000010;8;3;X;X
354830205000011;8;8;0;0
354830205000013;1;15;0;0
354840105000001;1;182;0;0
354840105000002;1;119;0;0
354840105000003;1;106;0;0
354840105000004;1;160;0;0
354840105000005;8;12;0;0
354840105000006;8;9;0;0
354840105000007;1;90;1;0
354840105000008;8;0;X;X
354840105000009;1;1;X;X
354850005000001;1;49;0;0
354850005000002;1;25;0;0
354850005000003;1;50;0;0
354850005000004;1;32;0;0
354850005000007;1;52;0;0
354850005000008;1;38;0;0
354850005000009;1;131;0;0
354850005000011;1;171;0;0
354850005000012;1;238;1;0
354850005000013;1;169;0;0
354850005000014;1;145;0;0
354850005000015;1;85;0;0
354850005000016;1;39;0;0
354850005000017;1;145;0;0
354850005000018;1;94;0;0
354850005000019;1;94;0;0
354850005000020;1;57;0;0
354850005000021;1;72;0;0
354850005000022;1;58;0;0
354850005000023;1;94;0;0
354850005000024;1;85;0;0
354850005000025;1;113;0;0
354850005000026;1;110;0;0
354850005000027;1;91;0;0
354850005000028;1;79;0;0
354850005000029;1;144;0;0
354850005000030;1;80;0;0
354850005000031;1;126;1;0
354850005000032;1;72;0;0
354850005000033;1;79;0;0
354850005000034;1;88;0;0
354850005000035;1;41;0;0
354850005000037;1;107;0;2
354850005000038;1;100;0;0
354850005000039;1;60;0;0
354850005000040;1;69;0;0
354850005000041;1;81;0;0
354850005000042;1;67;0;0
354850005000043;1;64;0;0
354850005000044;1;76;0;0
354850005000045;1;120;0;0
354850005000046;1;113;0;0
354850005000047;1;116;0;0
354850005000048;1;44;0;0
354850005000049;1;66;0;0
354850005000050;1;77;0;0
354850005000051;1;70;0;0
354850005000052;1;0;0;0
354850005000053;1;136;0;0
354850005000054;1;115;0;0
354850005000055;1;162;0;0
354850005000056;1;104;0;0
354850005000057;1;108;0;0
354850005000058;1;73;0;0
354850005000059;1;132;0;0
354850005000060;1;109;0;0
354850005000061;1;237;0;0
354850005000062;1;160;0;0
354850005000063;1;159;0;0
354850005000064;1;109;0;0
354850005000065;1;138;0;0
354850005000066;1;114;2;0
354850005000067;1;102;0;0
354850005000068;1;150;0;0
354850005000069;1;84;0;0
354850005000070;1;110;1;0
354850005000071;1;84;0;0
354850005000072;1;126;0;0
354850005000073;1;170;0;0
354850005000074;1;103;0;0
354850005000075;1;94;0;0
354850005000076;1;66;0;0
354850005000077;1;146;0;0
354850005000078;1;118;0;0
354850005000079;1;123;1;0
354850005000080;1;118;0;6
354850005000081;1;100;0;0
354850005000082;1;94;0;0
354850005000083;1;101;0;0
354850005000084;1;72;0;0
354850005000085;1;80;0;0
354850005000086;1;89;0;0
354850005000087;1;89;0;0
354850005000088;1;46;0;0
354850005000089;1;158;0;0
354850005000090;1;77;0;0
354850005000091;1;102;0;0
354850005000092;1;61;0;0
354850005000093;1;32;0;0
354850005000094;1;86;0;0
354850005000095;1;85;0;0
354850005000096;1;84;0;0
354850005000097;1;75;0;0
354850005000098;1;81;0;0
354850005000099;1;70;0;0
354850005000100;1;50;0;0
354850005000101;1;66;0;0
354850005000102;1;88;0;0
354850005000103;1;84;0;0
354850005000104;1;61;0;0
354850005000105;1;76;0;0
354850005000106;1;76;0;0
354850005000107;1;85;0;0
354850005000108;1;59;0;0
354850005000109;1;77;0;0
354850005000110;1;58;0;0
354850005000111;1;47;0;0
354850005000112;1;92;0;0
354850005000113;1;72;0;0
354850005000114;1;77;0;0
354850005000115;1;67;0;0
354850005000116;1;46;0;0
354850005000117;1;48;0;0
354850005000118;1;63;0;0
354850005000119;1;55;0;0
354850005000120;1;44;0;0
354850005000121;1;84;0;0
354850005000122;1;53;0;0
354850005000123;1;60;0;0
354850005000124;1;31;0;0
354850005000125;1;40;0;0
354850005000126;1;64;1;0
354850005000127;1;77;0;0
354850005000128;1;62;0;0
354850005000129;1;72;0;0
354850005000130;1;33;0;0
354850005000131;1;84;0;0
354850005000132;1;83;0;0
354850005000133;1;79;0;0
354850005000134;1;79;0;0
354850005000135;1;83;0;0
354850005000136;1;60;0;0
354850005000137;1;68;0;0
354850005000138;1;42;0;0
354850005000139;1;46;0;0
354850005000140;1;77;0;0
354850005000141;1;85;0;0
354850005000142;1;91;0;0
354850005000143;1;93;0;0
354850005000144;1;79;0;0
354850005000145;1;66;0;0
354850005000146;1;78;0;0
354850005000147;1;71;0;0
354850005000148;1;88;0;0
354850005000149;1;108;0;0
354850005000150;1;37;0;0
354850005000151;1;41;0;0
354850005000152;1;84;0;0
354850005000153;1;98;0;0
354850005000154;1;93;0;0
354850005000155;1;84;1;0
354850005000156;1;91;0;0
354850005000157;1;62;0;0
354850005000158;1;69;0;0
354850005000159;1;92;0;0
354850005000160;1;52;0;0
354850005000161;1;119;0;0
354850005000162;1;70;0;0
354850005000163;1;91;0;0
354850005000164;1;53;0;0
354850005000165;1;55;0;0
354850005000166;1;73;0;0
354850005000167;1;83;0;0
354850005000168;1;51;0;0
354850005000169;1;108;0;0
354850005000170;1;68;0;0
354850005000171;1;102;0;0
354850005000172;1;50;0;0
354850005000173;1;148;0;0
354850005000174;1;80;1;0
354850005000175;1;61;0;0
354850005000176;1;84;0;0
354850005000177;1;124;0;0
354850005000178;1;70;0;0
354850005000179;1;44;0;0
354850005000180;1;81;0;0
354850005000181;1;68;0;0
354850005000182;1;68;0;0
354850005000183;1;65;0;0
354850005000184;1;75;0;0
354850005000185;1;66;0;0
354850005000186;1;60;0;0
354850005000187;1;86;0;0
354850005000188;1;71;0;0
354850005000189;1;104;0;0
354850005000190;1;89;0;0
354850005000191;1;87;0;0
354850005000192;1;93;0;0
354850005000193;1;54;0;0
354850005000194;1;130;0;0
354850005000195;1;92;1;0
354850005000196;1;88;1;0
354850005000197;1;182;1;0
354850005000198;1;43;0;0
354850005000199;1;219;0;0
354850005000200;1;115;0;0
354850005000201;1;111;0;0
354850005000202;1;192;0;0
354850005000203;1;0;X;X
354850005000204;1;29;0;0
354850005000205;1;160;0;0
354850005000206;1;169;0;0
354850005000207;1;77;0;0
354850005000208;1;146;0;0
354850005000209;1;134;0;0
354850005000210;1;126;0;0
354850005000211;1;163;0;0
354850005000212;1;122;0;0
354850005000213;1;99;0;0
354850005000214;1;110;0;0
354850005000215;1;91;0;0
354850005000217;1;290;2;0
354850005000220;1;92;0;0
354850005000221;1;121;1;0
354850005000222;1;98;0;0
354850005000223;1;72;0;0
354850005000224;1;148;0;0
354850005000225;1;79;0;0
354850005000226;1;95;0;0
354850005000227;1;62;0;0
354850005000228;1;66;0;0
354850005000229;1;44;0;0
354850005000230;1;73;0;0
354850005000231;1;104;0;0
354850005000232;1;55;0;0
354850005000233;1;88;0;0
354850005000234;1;84;0;0
354850005000235;1;46;0;0
354850005000236;1;60;0;0
354850005000237;1;73;0;0
354850005000238;1;40;0;0
354850005000239;1;21;0;0
354850005000240;1;26;0;0
354850005000241;1;41;0;0
354850005000242;1;49;0;0
354850005000243;1;31;0;0
354850005000244;1;36;1;0
354850005000245;1;79;0;0
354850005000246;1;35;0;0
354850005000247;1;37;0;0
354850005000248;1;39;0;0
354850005000249;1;28;0;0
354850005000250;1;18;0;0
354850005000251;1;32;0;0
354850005000252;1;25;0;0
354850005000253;1;56;0;1
354850005000254;1;42;0;0
354850005000255;1;44;0;0
354850005000256;1;67;0;0
354850005000257;1;85;0;0
354850005000258;1;60;0;3
354850005000259;1;68;0;0
354850005000260;1;59;0;0
354850005000261;1;80;0;0
354850005000262;1;55;0;0
354850005000263;1;68;0;0
354850005000264;1;84;0;0
354850005000265;1;46;0;2
354850005000266;1;35;0;0
354850005000267;1;46;0;0
354850005000268;1;46;0;0
354850005000269;1;61;0;0
354850005000270;1;69;0;0
354850005000271;1;58;0;0
354850005000272;1;68;0;0
354850005000273;1;79;0;0
354850005000274;1;97;0;0
354850005000275;1;75;0;0
354850005000276;1;73;0;0
354850005000277;1;60;0;0
354850005000278;1;59;0;0
354850005000279;1;73;0;0
354850005000280;1;47;0;0
354850005000281;1;79;0;0
354850005000282;1;79;0;0
354850005000283;1;61;0;0
354850005000284;1;86;0;0
354850005000285;1;70;0;0
354850005000286;1;67;0;0
354850005000287;1;65;0;0
354850005000288;1;58;0;0
354850005000289;1;103;0;0
354850005000290;1;89;0;0
354850005000291;1;67;0;0
354850005000292;1;54;0;0
354850005000293;1;49;0;1
354850005000294;1;36;0;0
354850005000295;1;42;0;0
354850005000296;1;29;0;0
354850005000297;1;27;0;0
354850005000298;1;25;0;0
354850005000299;1;27;0;0
354850005000300;1;30;0;0
354850005000301;1;25;0;0
354850005000302;1;37;0;0
354850005000303;1;49;0;0
354850005000304;1;70;0;0
354850005000305;1;39;0;0
354850005000306;1;47;0;0
354850005000307;1;86;0;0
354850005000308;1;39;0;0
354850005000309;1;55;0;0
354850005000310;1;58;0;0
354850005000311;1;62;0;0
354850005000312;1;125;0;0
354850005000313;1;65;0;0
354850005000314;1;68;0;0
354850005000315;1;79;0;0
354850005000316;1;77;0;0
354850005000317;1;89;0;0
354850005000318;1;102;0;0
354850005000319;1;47;0;0
354850005000320;1;54;0;0
354850005000321;1;42;1;0
354850005000322;1;106;0;0
354850005000323;1;63;0;0
354850005000324;1;53;0;0
354850005000325;1;49;0;0
354850005000326;1;62;0;0
354850005000327;1;78;0;0
354850005000328;1;64;0;0
354850005000329;1;75;0;0
354850005000330;1;62;0;0
354850005000331;1;49;0;0
354850005000332;1;65;0;0
354850005000333;1;55;0;0
354850005000334;1;45;0;0
354850005000335;1;47;0;0
354850005000336;1;109;0;0
354850005000337;1;62;0;0
354850005000338;1;62;0;0
354850005000339;1;52;0;0
354850005000340;1;62;0;0
354850005000341;1;45;0;0
354850005000342;1;47;0;0
354850005000343;1;47;0;0
354850005000344;1;50;0;0
354850005000345;1;107;0;0
354850005000346;1;44;0;0
354850005000347;1;42;0;0
354850005000348;1;30;0;0
354850005000349;1;52;0;0
354850005000350;1;18;0;0
354850005000351;1;25;0;0
354850005000352;1;13;0;0
354850005000353;1;20;0;0
354850005000354;1;39;0;0
354850005000355;1;25;0;0
354850005000356;1;31;0;0
354850005000357;1;39;0;0
354850005000358;1;36;0;0
354850005000359;1;24;0;0
354850005000360;1;25;0;0
354850005000361;1;33;0;0
354850005000362;1;54;0;0
354850005000363;1;56;0;0
354850005000364;1;62;0;0
354850005000365;1;53;0;0
354850005000366;1;41;0;0
354850005000367;1;51;0;0
354850005000368;1;51;0;0
354850005000369;1;56;0;0
354850005000370;1;85;0;0
354850005000371;1;52;0;0
354850005000372;1;45;0;0
354850005000373;1;73;0;0
354850005000374;1;42;0;0
354850005000375;1;51;0;0
354850005000376;1;28;1;0
354850005000377;1;37;0;0
354850005000378;1;61;0;0
354850005000379;1;41;0;1
354850005000380;1;45;0;0
354850005000381;1;61;0;0
354850005000382;1;20;0;0
354850005000383;1;86;0;0
354850005000384;1;108;0;0
354850005000385;1;29;0;0
354850005000386;1;63;0;0
354850005000387;1;61;0;3
354850005000388;1;72;0;0
354850005000389;1;54;0;0
354850005000390;1;81;0;0
354850005000391;1;50;0;0
354850005000392;1;38;0;0
354850005000393;1;76;0;0
354850005000394;1;24;0;0
354850005000395;1;37;0;0
354850005000396;1;63;2;0
354850005000397;1;12;0;0
354850005000398;1;28;0;0
354850005000399;1;44;0;0
354850005000400;1;41;0;0
354850005000401;1;32;0;0
354850005000402;1;19;0;0
354850005000403;1;25;0;0
354850005000404;1;28;0;0
354850005000405;1;30;0;0
354850005000406;1;36;0;0
354850005000407;1;40;0;0
354850005000408;1;105;0;0
354850005000409;1;37;0;0
354850005000410;1;46;0;0
354850005000411;1;44;0;0
354850005000412;1;38;0;0
354850005000413;1;51;0;0
354850005000414;1;56;0;0
354850005000415;1;25;0;0
354850005000416;1;62;0;0
354850005000417;1;44;0;0
354850005000418;1;45;0;0
354850005000419;1;53;0;0
354850005000420;1;31;0;0
354850005000421;1;43;0;0
354850005000422;1;25;0;0
354850005000423;1;12;0;0
354850005000424;1;21;0;0
354850005000425;1;30;0;0
354850005000426;1;25;0;0
354850005000427;1;18;0;0
354850005000428;1;46;0;0
354850005000429;1;54;0;0
354850005000430;1;49;0;0
354850005000431;1;40;0;0
354850005000432;1;41;0;0
354850005000433;1;43;0;0
354850005000434;1;58;0;0
354850005000435;1;85;0;0
354850005000436;1;60;0;0
354850005000437;1;28;0;0
354850005000438;1;33;0;0
354850005000439;1;17;0;0
354850005000440;1;41;0;0
354850005000441;1;18;0;0
354850005000442;1;44;0;0
354850005000443;1;36;0;0
354850005000444;1;55;0;0
354850005000445;1;37;0;0
354850005000446;1;75;0;0
354850005000447;1;68;0;0
354850005000448;1;93;0;0
354850005000449;1;38;0;0
354850005000450;1;107;0;0
354850005000451;1;32;0;0
354850005000452;1;26;0;0
354850005000453;1;22;0;0
354850005000454;1;24;0;0
354850005000455;1;27;0;0
354850005000456;1;54;0;0
354850005000457;1;35;0;0
354850005000458;1;15;0;0
354850005000459;1;70;0;0
354850005000460;1;24;0;0
354850005000461;1;29;0;0
354850005000462;1;42;0;0
354850005000463;1;14;0;0
354850005000464;1;39;0;0
354850005000465;1;41;0;0
354850005000466;1;24;0;0
354850005000467;1;27;0;0
354850005000468;1;156;0;0
354850005000469;1;67;0;0
354850005000470;1;50;0;0
354850005000471;1;123;0;3
354850005000472;1;72;0;0
354850005000473;1;77;0;0
354850005000474;1;2;0;0
354850005000475;1;167;0;0
354850005000476;1;174;0;0
354850005000477;1;126;0;0
354850005000478;1;96;0;0
354850005000479;1;75;0;0
354850005000480;1;125;0;0
354850005000481;1;82;0;0
354850005000482;1;71;0;0
354850005000483;1;78;0;0
354850005000484;1;63;0;0
354850005000485;1;41;0;0
354850005000486;1;162;0;0
354850005000487;1;93;0;0
354850005000488;1;177;0;0
354850005000489;1;129;1;0
354850005000491;1;79;0;0
354850005000492;1;115;0;0
354850005000493;1;98;0;0
354850005000494;1;37;0;0
354850005000495;1;115;0;0
354850005000496;1;45;0;0
354850005000497;1;88;0;0
354850005000498;1;49;0;0
354850005000499;1;24;0;0
354850005000500;1;43;0;0
354850005000501;1;62;0;0
354850005000502;1;25;0;0
354850005000503;1;42;0;0
354850005000504;1;27;0;0
354850005000505;1;15;0;0
354850005000506;1;57;0;0
354850005000507;1;29;0;1
354850005000508;1;37;0;0
354850005000509;1;24;0;0
354850005000510;1;53;0;0
354850005000511;1;54;0;0
354850005000512;1;54;0;0
354850005000513;1;53;0;0
354850005000514;1;110;0;0
354850005000515;1;85;0;0
354850005000516;1;99;0;0
354850005000517;1;77;0;0
354850005000518;1;66;0;0
354850005000519;1;73;0;0
354850005000520;1;99;0;1
354850005000521;1;59;0;0
354850005000522;1;39;1;0
354850005000523;1;52;0;0
354850005000524;1;55;0;0
354850005000525;1;59;0;0
354850005000526;1;48;0;0
354850005000527;1;53;0;0
354850005000528;1;75;0;0
354850005000529;1;74;0;0
354850005000530;1;42;0;0
354850005000531;1;57;0;0
354850005000532;1;57;0;0
354850005000533;1;37;0;0
354850005000534;1;42;0;0
354850005000535;1;66;0;0
354850005000536;1;45;0;0
354850005000537;1;57;0;0
354850005000538;1;61;0;0
354850005000539;1;141;0;0
354850005000540;1;92;0;0
354850005000541;1;109;0;0
354850005000542;1;112;0;0
354850005000543;1;104;0;0
354850005000544;1;91;0;0
354850005000545;1;72;0;0
354850005000546;1;80;0;0
354850005000547;1;99;0;0
354850005000548;1;71;0;0
354850005000549;1;123;0;0
354850005000550;1;135;0;0
354850005000551;1;85;0;0
354850005000552;1;90;0;0
354850005000553;1;59;0;1
354850005000554;1;106;0;0
354850005000555;1;62;0;4
354850005000556;1;119;0;0
354850005000557;1;122;0;0
354850005000558;1;131;0;2
354850005000559;1;115;0;0
354850005000560;1;150;1;0
354850005000561;1;169;0;0
354850005000562;1;162;0;0
354850005000563;1;128;0;0
354850005000564;1;103;0;0
354850005000565;1;244;0;0
354850005000566;1;265;0;0
354850005000567;1;111;0;0
354850005000568;1;121;0;0
354850005000569;1;96;0;0
354850005000570;1;93;0;0
354850005000571;1;81;0;0
354850005000572;1;78;0;0
354850005000573;1;145;0;0
354850005000574;1;114;0;0
354850005000575;1;183;0;0
354850005000576;1;96;0;0
354850005000577;1;143;0;0
354850005000578;1;133;1;0
354850005000579;1;142;0;0
