Cod_setor;Situacao_setor;V001;V002;V003
351640805000135;8;9;0;0
351640805000136;8;3;0;0
351640805000137;8;0;0;0
351640805000138;8;6;0;0
351640805000140;8;0;0;0
351640805000141;8;0;0;0
351640805000143;8;156;0;0
351640805000144;8;13;0;0
351640805000145;8;100;0;0
351640805000146;1;111;0;0
351640805000147;1;62;0;0
351640805000148;1;115;0;0
351640805000149;1;114;0;0
351640805000150;1;186;0;0
351640805000151;1;75;0;0
351640805000152;1;137;0;0
351640805000153;1;43;0;0
351640805000154;1;36;0;0
351640805000155;1;59;0;0
351640805000156;1;138;3;0
351640805000157;1;227;0;0
351640805000158;1;150;0;0
351640805000159;1;112;0;0
351640805000160;1;82;0;0
351640805000161;1;148;0;0
351640805000162;1;108;0;0
351640805000163;1;134;0;1
351640805000164;8;119;0;6
351640805000165;1;41;0;0
351640805000166;1;53;0;0
351640805000167;1;177;0;0
351640805000168;1;182;0;0
351640805000169;1;42;0;0
351640805000170;1;73;0;0
351640805000171;1;53;0;0
351640805000172;1;38;0;0
351640805000173;1;81;0;0
351640805000174;1;113;0;0
351640805000175;3;5;0;0
351640805000176;1;38;0;0
351640805000177;1;23;0;0
351650705000001;1;57;0;0
351650705000002;1;125;0;0
351650705000003;1;88;0;0
351650705000006;1;1;X;X
351650705000007;8;16;0;0
351650705000008;8;13;X;X
351650705000009;8;7;0;0
351650705000010;8;13;0;0
351660605000001;1;41;0;0
351660605000002;1;94;0;0
351660605000003;1;54;0;0
351660605000004;1;45;0;0
351660605000005;1;114;1;0
351660605000006;1;64;0;0
351660605000007;1;114;0;0
351660605000008;1;79;0;0
351660605000009;8;38;0;0
351660605000010;8;34;0;0
351660605000011;8;48;0;0
351660605000012;8;60;1;0
351660605000013;8;62;0;0
351660605000014;8;30;0;0
351660605000015;8;29;0;0
351660605000016;8;7;0;0
351670505000001;1;26;0;0
351670505000002;1;32;0;0
351670505000003;1;50;0;0
351670505000004;1;73;0;0
351670505000005;1;45;0;0
351670505000006;1;61;0;0
351670505000007;1;57;0;0
351670505000008;1;33;0;0
351670505000009;1;132;0;0
351670505000010;1;89;0;0
351670505000011;1;73;0;0
351670505000012;1;99;0;0
351670505000013;1;130;0;0
351670505000014;1;96;0;0
351670505000015;1;76;0;0
351670505000016;1;59;0;0
351670505000017;1;115;0;0
351670505000018;1;75;0;0
351670505000019;1;67;0;2
351670505000020;1;90;0;0
351670505000021;1;129;0;0
351670505000022;1;199;0;0
351670505000023;1;140;0;0
351670505000024;1;170;0;0
351670505000025;1;87;0;0
351670505000026;1;92;0;0
351670505000027;1;126;0;0
351670505000028;1;89;0;0
351670505000029;1;139;0;0
351670505000030;1;105;0;0
351670505000031;1;114;0;0
351670505000032;1;96;0;0
351670505000033;1;149;1;1
351670505000034;1;81;0;0
351670505000035;1;56;0;0
351670505000036;1;68;0;0
351670505000037;1;59;0;0
351670505000038;1;153;0;0
351670505000039;1;126;2;0
351670505000040;1;60;0;0
351670505000041;1;72;0;0
351670505000042;1;51;0;0
351670505000043;1;81;0;0
351670505000044;1;44;0;0
351670505000045;1;50;0;0
351670505000046;1;111;0;0
351670505000047;1;71;0;0
351670505000048;1;134;0;0
351670505000049;1;91;0;0
351670505000050;1;116;0;0
351670505000051;1;145;0;0
351670505000052;1;140;0;0
351670505000053;1;70;0;0
351670505000054;1;141;0;0
351670505000055;1;10;X;X
351670505000056;1;15;0;0
351670505000057;3;14;0;0
351670505000058;3;6;0;0
351670505000059;8;87;0;0
351670505000060;8;47;0;0
351670505000061;8;25;0;0
351670505000062;8;57;0;0
351670505000063;8;26;0;0
351670505000064;8;60;0;0
351670505000065;8;106;1;0
351670505000066;8;23;0;0
351670505000067;8;20;0;0
351670505000068;8;32;0;0
351670505000069;8;42;0;0
351670505000070;1;100;0;0
351670505000071;1;129;0;0
351670505000072;1;0;X;X
351670510000001;1;102;0;0
351670510000002;8;18;0;0
351670510000003;8;20;0;0
351670510000004;8;24;0;0
351670510000005;8;77;0;0
351670510000006;8;32;0;0
351680405000001;1;134;0;0
351680405000002;1;78;0;0
351680405000003;1;85;0;0
351680405000004;1;168;0;0
351680405000005;1;75;0;0
351680405000006;3;3;X;X
351680405000007;8;22;X;X
351680405000008;8;13;0;0
351680405000009;8;30;0;0
351685305000001;1;92;0;0
351685305000002;1;105;0;0
351685305000003;1;119;0;0
351685305000004;1;255;0;0
351685305000005;8;71;0;0
351685305000006;8;64;0;0
351690305000001;1;67;0;0
351690305000002;1;110;0;0
351690305000003;1;90;0;0
351690305000004;1;69;0;0
351690305000005;1;95;0;0
351690305000006;1;44;0;0
351690305000007;1;61;0;0
351690305000008;1;175;2;0
351690305000009;1;138;0;0
351690305000010;1;129;0;0
351690305000011;5;37;0;0
351690305000012;5;28;0;0
351690305000013;8;28;0;0
351690305000014;8;16;0;0
351690305000015;8;11;0;0
351690305000016;8;39;0;0
351690305000017;8;8;0;0
351690305000018;1;83;0;0
351690313000001;1;100;1;0
351690313000002;8;34;0;0
351700005000001;1;28;0;0
351700005000002;1;32;0;0
351700005000003;1;106;0;0
351700005000004;1;31;0;0
351700005000005;1;124;0;0
351700005000006;1;141;0;0
351700005000007;1;185;0;0
351700005000008;1;106;0;0
351700005000009;1;93;1;1
351700005000010;8;13;0;0
351700005000011;8;29;0;0
351700005000012;8;36;0;0
351700005000013;8;22;0;0
351700005000014;8;23;0;0
351700005000015;8;19;0;0
351700005000016;8;2;X;X
351700005000017;1;94;0;0
351700005000018;1;41;0;0
351700005000019;1;2;X;X
351700005000020;1;132;0;0
351700005000021;1;1;0;0
351700010000001;1;144;0;1
351700010000002;8;36;0;0
351700015000001;1;18;0;0
351700015000002;8;13;0;0
351710905000001;1;117;0;0
351710905000002;1;190;0;0
351710905000003;1;105;0;0
351710905000004;3;1;0;0
351710905000005;8;75;3;0
351710905000006;8;23;0;0
351710905000007;3;1;0;0
351710910000001;1;87;0;0
351710910000002;3;0;0;0
351710910000003;7;1;0;0
351710910000004;8;99;0;0
351720805000001;1;93;0;0
351720805000002;1;174;2;0
351720805000003;1;103;0;0
351720805000004;1;132;0;0
351720805000005;1;194;0;0
351720805000006;1;170;0;0
351720805000007;1;137;0;0
351720805000008;1;162;0;0
351720805000009;1;201;0;0
351720805000010;1;186;0;0
351720805000011;8;14;0;0
351720805000012;8;75;0;0
351720805000013;8;49;0;0
351720805000014;1;21;0;0
351730705000001;1;79;0;0
351730705000002;1;167;0;0
351730705000003;1;262;0;0
351730705000004;1;168;0;0
351730705000005;1;100;0;0
351730705000006;8;33;0;0
351730705000007;8;55;0;0
351730710000001;8;28;0;0
351740605000001;1;61;0;0
351740605000002;1;82;0;0
351740605000003;1;103;0;0
351740605000004;1;71;0;0
351740605000005;1;57;0;0
351740605000006;1;74;0;0
351740605000007;1;79;0;0
351740605000008;1;62;0;0
351740605000009;1;41;0;0
351740605000010;1;122;0;0
351740605000011;1;131;0;0
351740605000012;1;92;0;0
351740605000013;1;118;0;0
351740605000014;1;104;0;0
351740605000015;1;141;0;0
351740605000016;1;120;0;0
351740605000017;1;95;0;0
351740605000018;1;150;1;0
351740605000019;1;164;0;0
351740605000020;1;116;0;0
351740605000021;1;164;0;0
351740605000022;1;167;0;0
351740605000023;1;148;0;0
351740605000024;1;56;0;0
351740605000025;1;133;0;0
351740605000026;1;195;0;0
351740605000027;1;148;0;0
351740605000028;1;107;0;0
351740605000029;1;75;0;0
351740605000030;1;179;0;0
351740605000031;1;131;0;0
351740605000032;1;162;0;0
351740605000033;3;30;0;0
351740605000034;8;16;0;0
351740605000035;8;27;0;0
351740605000036;8;13;0;0
351740605000037;8;7;0;0
351740605000038;8;11;0;0
351740605000039;8;16;0;0
351740605000040;8;19;0;0
351740605000041;8;11;0;0
351740605000042;8;18;0;0
351740605000043;8;11;X;X
351740605000044;8;36;0;0
351740605000045;1;78;0;0
351740605000046;1;94;0;0
351740605000047;1;109;0;0
351740605000048;1;127;0;0
351740605000049;1;147;0;0
351740605000050;1;289;1;0
351740605000051;1;94;0;0
351740605000052;1;108;0;0
351740605000053;1;80;0;0
351740605000054;1;152;1;0
351740605000055;1;149;0;0
351740605000056;1;152;0;0
351740605000057;1;16;0;0
351740605000058;1;4;X;X
351750505000001;1;118;0;0
351750505000002;1;90;0;0
351750505000003;1;135;0;0
351750505000004;1;130;1;0
351750505000005;1;179;0;0
351750505000006;1;138;0;0
351750505000007;1;89;0;0
351750505000008;1;106;0;0
351750505000009;1;103;0;0
351750505000010;1;118;0;1
351750505000011;1;150;0;0
351750505000012;1;78;0;0
351750505000013;1;102;0;0
351750505000014;1;4;0;0
351750505000015;1;104;0;0
351750505000016;3;52;0;0
351750505000017;3;19;0;0
351750505000018;3;43;0;0
351750505000019;3;13;0;0
351750505000020;8;39;0;0
351750505000021;8;91;0;0
351750505000022;8;67;0;0
351750505000023;8;69;0;0
351750505000024;8;25;0;0
351750505000025;1;131;0;0
351750505000026;1;96;0;0
351750505000027;1;112;0;0
351760405000001;1;116;0;0
351760405000002;1;21;1;0
351760405000003;1;32;0;0
351760405000004;1;112;0;0
351760405000005;1;102;0;0
351760405000006;1;128;1;0
351760405000007;1;67;0;0
351760405000008;1;59;0;0
351760405000009;1;219;0;0
351760405000010;1;170;0;0
351760405000011;1;68;0;0
351760405000012;1;27;0;0
351760405000013;1;133;0;0
351760405000014;8;112;0;0
351760405000015;8;45;0;0
351760405000016;8;147;0;0
351760405000017;8;125;0;0
351760405000018;8;69;0;0
351760405000019;8;30;0;0
351760405000020;8;105;0;0
351760405000021;8;121;0;0
351760405000022;8;84;0;0
351760405000023;8;142;0;0
351760405000024;8;133;0;1
351760405000025;8;103;0;0
351760405000026;8;73;0;0
351760405000027;8;76;0;0
351760405000028;8;126;0;0
351760405000029;8;113;0;0
351760405000030;8;44;0;0
351760405000031;8;79;0;0
351760405000032;8;67;0;0
351760405000033;8;103;0;0
351760405000034;8;25;0;0
351770305000001;1;82;0;0
351770305000002;1;106;0;0
351770305000003;1;126;0;0
351770305000004;1;154;0;0
351770305000005;1;209;1;0
351770305000006;1;131;0;0
351770305000007;1;122;1;0
351770305000008;1;106;0;0
351770305000009;1;121;0;0
351770305000010;1;184;0;0
351770305000011;1;296;0;0
351770305000012;1;101;0;0
351770305000013;1;205;0;0
351770305000014;1;84;0;0
351770305000015;1;190;1;0
351770305000016;1;292;0;0
351770305000017;1;239;0;0
351770305000018;1;132;0;0
351770305000019;1;99;0;0
351770305000020;1;134;0;0
351770305000021;1;86;0;0
351770305000022;1;117;0;0
351770305000023;1;85;0;0
351770305000024;8;19;0;0
351770305000025;8;23;0;0
351770305000026;8;17;0;0
351770305000027;8;11;0;0
351770305000030;2;0;X;X
351770305000031;2;2;X;X
351770305000032;2;0;0;0
351770310000001;1;97;0;0
351770310000002;8;17;0;0
351770310000003;8;22;0;0
351780205000001;1;52;0;0
351780205000002;1;75;0;0
351780205000003;1;84;0;0
351780205000004;1;77;0;0
351780205000005;1;54;0;0
351780205000006;1;95;0;0
351780205000007;1;93;0;0
351780205000008;1;71;0;0
351780205000009;1;40;0;0
351780205000010;1;78;0;0
351780205000011;1;9;0;0
351780205000012;1;21;0;0
351780205000013;1;91;0;0
351780205000014;8;4;0;0
351780205000015;8;16;0;0
351780205000016;8;14;0;0
351780205000017;8;9;X;X
351780205000018;8;33;0;0
351780205000019;8;45;0;0
351780205000020;8;26;0;0
351780205000021;8;30;0;0
351780205000023;8;0;X;X
351780205000024;8;30;0;0
351780205000025;8;35;0;0
351780205000026;8;5;0;0
351790105000001;1;106;0;0
351790105000002;1;109;0;0
351790105000003;1;149;0;0
351790105000004;1;177;0;0
351790105000005;1;199;0;0
351790105000006;1;133;0;0
351790105000007;1;280;0;0
351790105000008;1;231;0;0
351790105000009;3;19;0;0
351790105000010;8;36;0;0
351790105000011;8;32;2;0
351790105000012;8;47;1;0
351790105000013;8;54;0;0
351790105000014;3;1;X;X
351790105000015;3;10;0;0
351790105000017;1;1;X;X
351800805000001;1;83;0;0
351800805000002;1;119;0;0
351800805000003;1;39;0;0
351800805000004;8;11;0;0
351800805000005;8;21;0;0
351800805000006;2;2;X;X
351800805000007;2;0;X;X
351810705000001;1;133;0;0
351810705000002;1;90;0;0
351810705000003;1;124;0;0
351810705000004;1;224;0;0
351810705000005;1;140;2;0
351810705000006;1;244;0;0
351810705000007;8;47;0;0
351810705000008;8;57;0;0
351810705000009;8;47;0;0
351810705000010;8;14;0;0
351820605000001;1;51;0;0
351820605000002;1;89;0;0
351820605000004;1;116;0;0
351820605000005;1;65;0;0
351820605000006;1;60;0;0
351820605000007;1;85;0;0
351820605000008;1;76;0;0
351820605000009;1;42;0;0
351820605000010;1;7;0;0
351820605000011;1;63;0;0
351820605000012;1;14;0;0
351820605000014;1;80;0;0
351820605000015;1;16;0;0
351820605000016;1;97;0;0
351820605000017;1;53;0;0
351820605000018;1;126;0;0
351820605000019;1;114;2;0
351820605000020;1;84;0;0
351820605000021;1;89;0;0
351820605000022;1;84;0;0
351820605000023;1;184;0;0
351820605000024;1;50;0;0
351820605000025;1;63;0;1
351820605000026;1;0;0;0
351820605000027;1;119;0;0
351820605000028;1;40;0;0
351820605000029;1;41;0;0
351820605000030;1;119;0;0
351820605000031;1;118;0;0
351820605000032;1;182;0;0
351820605000033;1;82;0;0
351820605000034;1;76;0;0
351820605000035;1;51;0;0
351820605000036;1;130;0;0
351820605000037;1;114;0;0
351820605000038;1;58;0;0
351820605000039;1;109;0;0
351820605000040;1;141;0;0
351820605000041;1;198;0;0
351820605000042;8;40;0;0
351820605000043;8;12;0;0
351820605000044;8;25;0;0
351820605000045;8;11;0;0
351820605000046;8;67;0;0
351820605000047;8;57;0;0
351820605000048;8;36;0;0
351820605000049;8;23;0;0
351820605000050;8;28;0;0
351820605000051;8;17;0;0
351820605000052;8;20;0;0
351820605000053;1;137;1;0
351820605000054;1;124;0;0
351820605000055;1;86;0;0
351820605000056;1;81;0;0
351820605000058;1;24;0;0
351820605000059;1;48;0;0
351820605000060;1;2;0;0
351820610000001;1;6;0;0
351820610000002;8;23;0;0
351820610000003;8;0;0;0
351830505000001;1;77;0;0
351830505000002;1;50;0;0
351830505000003;1;79;0;0
351830505000004;1;121;0;0
351830505000005;1;147;0;0
351830505000006;1;65;0;0
351830505000007;1;39;0;0
351830505000008;1;57;0;0
351830505000009;1;102;0;0
351830505000010;1;73;0;0
351830505000011;1;47;0;0
351830505000012;1;33;0;0
351830505000013;1;183;0;0
351830505000014;1;215;0;0
351830505000015;1;182;0;0
351830505000016;1;95;0;0
351830505000017;1;156;0;0
351830505000018;3;235;0;0
351830505000019;3;158;0;0
351830505000020;3;74;0;0
351830505000021;3;128;0;0
351830505000022;3;80;0;0
351830505000023;3;122;0;0
351830505000024;3;152;0;0
351830505000025;3;165;0;1
351830505000026;3;253;0;0
351830505000027;3;32;0;0
351830505000028;8;132;0;0
351830505000029;8;87;0;0
351830505000030;8;93;0;0
351830505000031;8;23;0;1
351830505000032;8;44;0;0
351830505000033;8;36;0;0
351830505000034;8;26;0;0
351830505000035;2;44;0;0
351830505000036;8;64;0;0
351830505000037;2;41;0;0
351830505000038;1;52;0;0
351830505000039;1;18;0;0
351830505000040;1;114;0;0
351830505000041;1;86;0;0
351830505000042;1;91;0;0
351830505000043;2;9;0;0
351830505000044;8;8;0;0
351830505000045;8;35;0;0
351840405000001;1;28;1;0
351840405000003;1;60;0;0
351840405000004;1;44;0;0
351840405000005;1;34;0;0
351840405000006;1;34;0;0
351840405000007;1;37;0;0
351840405000008;1;40;0;0
351840405000009;1;24;0;0
351840405000010;1;39;0;0
351840405000011;1;78;0;0
351840405000012;1;56;0;0
351840405000013;1;72;0;0
351840405000014;1;100;0;0
351840405000015;1;112;0;0
351840405000016;1;37;0;0
351840405000017;1;57;0;0
351840405000018;1;55;1;0
351840405000019;1;71;0;0
351840405000020;1;132;0;0
351840405000021;1;80;1;0
351840405000022;1;124;0;0
351840405000023;1;107;0;0
351840405000024;1;41;0;0
351840405000025;1;73;0;0
351840405000026;1;75;0;0
351840405000027;1;75;0;0
351840405000028;1;76;0;0
351840405000029;1;93;0;0
351840405000030;1;46;0;0
351840405000031;1;125;0;0
351840405000032;1;27;0;0
351840405000033;1;71;0;0
351840405000034;1;50;0;0
351840405000035;1;46;0;0
351840405000036;1;80;0;0
351840405000037;1;77;0;0
351840405000038;1;131;0;0
351840405000039;1;60;0;0
351840405000040;1;161;0;0
351840405000041;1;123;1;0
351840405000042;1;107;0;0
351840405000043;1;57;0;0
351840405000044;1;37;0;0
351840405000045;1;191;0;0
351840405000046;1;49;0;0
351840405000047;1;13;0;0
351840405000048;1;0;0;0
351840405000049;1;43;0;0
351840405000050;1;42;0;0
351840405000051;1;54;0;0
351840405000052;1;40;0;0
351840405000053;1;25;0;0
351840405000054;1;57;0;0
351840405000055;1;65;0;0
351840405000056;1;66;0;0
351840405000057;1;54;0;0
351840405000058;1;39;0;0
351840405000059;1;89;0;0
351840405000060;1;37;0;0
351840405000061;1;39;0;0
351840405000062;1;98;0;0
351840405000063;1;99;0;0
351840405000064;1;114;0;0
351840405000065;1;99;0;0
351840405000066;1;108;0;0
351840405000067;1;59;0;0
351840405000068;1;191;0;1
351840405000069;1;127;1;0
351840405000070;1;92;0;1
351840405000071;1;89;0;0
351840405000072;2;9;0;0
351840405000073;1;144;0;0
351840405000074;1;99;0;0
351840405000075;1;78;0;0
351840405000076;1;141;1;0
351840405000077;1;113;0;0
351840405000078;1;41;0;0
351840405000079;1;99;0;0
351840405000080;1;32;0;0
351840405000081;1;4;0;0
351840405000082;1;145;0;0
351840405000083;1;61;0;0
351840405000084;1;130;1;0
351840405000085;1;135;0;0
351840405000086;1;109;0;0
351840405000087;1;163;0;0
351840405000088;1;150;0;0
351840405000089;1;162;0;0
351840405000090;1;174;0;0
351840405000091;1;120;0;0
351840405000092;1;153;0;0
351840405000093;1;101;0;0
351840405000094;1;170;0;2
351840405000095;1;144;0;0
351840405000096;1;60;0;0
351840405000097;1;79;0;0
351840405000098;1;121;0;0
351840405000099;1;74;0;0
351840405000100;1;71;0;0
351840405000101;1;146;0;0
351840405000102;1;96;0;0
351840405000103;1;133;1;0
351840405000104;1;191;0;0
351840405000105;1;247;0;0
351840405000106;1;163;0;0
351840405000107;1;37;0;0
351840405000108;1;67;0;0
351840405000109;1;48;0;0
351840405000110;1;180;0;0
351840405000111;1;86;0;0
351840405000112;1;184;0;0
351840405000113;1;119;0;0
351840405000114;1;145;0;0
351840405000115;1;118;0;0
351840405000116;1;141;0;0
351840405000117;1;122;0;0
351840405000118;1;243;0;1
351840405000119;1;255;0;2
351840405000120;1;153;0;0
351840405000122;1;39;0;0
351840405000123;1;144;0;0
351840405000124;1;175;0;0
351840405000125;1;381;1;1
351840405000126;1;141;0;0
351840405000127;1;171;0;0
351840405000128;1;113;0;0
351840405000129;1;230;0;0
351840405000130;1;190;0;0
351840405000131;1;112;0;0
351840405000132;1;219;0;0
351840405000133;1;74;0;0
351840405000134;3;36;0;3
351840405000135;3;33;0;0
351840405000136;3;23;0;0
351840405000137;3;123;0;0
351840405000138;8;73;2;0
351840405000139;8;100;0;0
351840405000140;8;29;0;0
351840405000141;8;178;0;0
351840405000142;8;179;0;0
351840405000143;8;13;0;0
351840405000144;8;13;0;0
351840405000145;8;6;0;0
351840405000146;8;50;0;0
351840405000147;8;9;0;0
351840405000148;8;11;0;0
351840405000149;8;107;0;0
351840405000150;8;12;0;0
351840405000151;8;102;0;0
351840405000152;8;57;0;0
351840405000153;1;95;0;0
351840405000154;1;120;0;0
351840405000155;1;125;0;0
351840405000156;1;153;0;0
351840405000157;1;47;0;0
351840405000158;1;195;0;0
351840405000159;1;214;0;0
351840405000160;1;93;0;0
351840405000161;1;204;2;0
351840405000162;1;136;0;0
351840405000163;1;110;0;0
351850305000001;1;98;0;0
351850305000002;1;148;0;0
351850305000003;1;190;0;0
351850305000004;1;82;0;0
351850305000005;1;163;0;0
351850305000006;1;142;0;0
351850305000007;1;115;0;0
351850305000008;8;114;0;0
351850305000009;8;91;0;0
351850305000010;8;57;0;0
351850305000012;8;72;0;0
351850305000013;8;42;0;0
351850305000014;8;59;0;0
351850305000015;8;53;0;0
351850305000016;8;2;X;X
351850305000017;1;181;0;0
351850305000018;1;123;0;0
351850305000019;1;38;0;0
351850305000020;1;11;0;0
351850305000021;1;2;0;0
351850305000022;1;0;0;0
351850305000023;1;91;0;0
351850305000024;8;0;X;X
351860205000001;1;98;0;0
351860205000002;1;64;0;0
351860205000003;1;115;0;0
351860205000004;1;83;0;0
351860205000005;1;109;0;0
351860205000006;1;122;0;0
351860205000007;1;147;1;0
351860205000008;1;179;0;1
351860205000009;1;131;0;0
351860205000010;1;86;0;0
351860205000011;1;53;0;0
351860205000012;1;86;0;0
351860205000013;1;104;0;0
351860205000014;1;180;0;0
351860205000015;1;231;0;0
351860205000016;1;6;0;0
351860205000017;1;71;0;0
351860205000018;1;106;0;0
351860205000019;1;168;0;0
351860205000020;1;136;0;0
351860205000021;1;178;0;0
351860205000022;1;104;0;0
351860205000023;1;134;0;0
351860205000024;1;157;0;0
351860205000025;1;117;0;0
351860205000026;1;112;0;0
351860205000027;1;234;0;0
351860205000028;1;161;0;0
351860205000029;1;141;0;0
351860205000030;1;125;0;0
351860205000031;1;151;0;0
351860205000032;1;177;2;0
351860205000033;1;128;0;0
351860205000034;1;103;0;0
351860205000035;1;193;0;0
351860205000036;1;397;1;0
351860205000037;1;5;0;0
351860205000038;8;55;0;0
351860205000039;8;70;0;0
351860205000040;1;91;0;0
351860205000041;1;151;0;0
351860205000042;1;256;0;0
351860205000044;1;128;0;2
351860205000045;1;152;0;0
351860205000046;1;135;0;0
351870105000001;1;16;0;0
351870105000002;1;16;0;0
351870105000003;1;18;0;0
351870105000004;1;17;0;0
351870105000005;1;37;0;0
351870105000006;1;47;0;0
351870105000007;1;6;0;0
351870105000008;1;126;0;0
351870105000009;1;47;0;0
351870105000010;1;146;1;0
351870105000011;1;115;0;0
351870105000012;1;282;0;0
351870105000013;1;181;1;1
351870105000014;1;221;0;0
351870105000015;1;138;0;0
351870105000016;1;88;0;0
351870105000017;1;113;0;0
351870105000018;1;57;0;0
351870105000019;1;137;0;0
351870105000020;1;155;0;0
351870105000021;1;127;0;0
351870105000022;1;152;0;0
351870105000023;1;50;0;0
351870105000024;1;228;0;0
351870105000025;1;222;0;0
351870105000026;1;63;0;0
351870105000027;1;34;0;0
351870105000028;1;19;0;0
351870105000029;1;16;0;0
351870105000031;1;6;0;0
351870105000032;1;11;0;0
351870105000033;1;12;0;0
351870105000034;1;0;X;X
351870105000036;1;37;0;0
351870105000038;1;36;0;0
351870105000039;1;71;0;0
351870105000040;1;59;0;0
351870105000041;1;32;0;0
351870105000042;1;34;0;0
351870105000043;1;15;0;0
351870105000044;1;27;0;0
351870105000046;1;8;0;0
351870105000047;1;22;0;0
351870105000048;1;13;0;0
351870105000049;1;27;0;0
351870105000051;1;116;0;0
351870105000052;1;345;0;0
351870105000053;1;166;0;0
351870105000054;1;96;1;0
351870105000055;1;62;0;0
351870105000056;1;23;0;0
351870105000057;1;6;0;0
351870105000058;1;13;0;0
351870105000059;1;6;0;0
351870105000060;1;1;0;0
351870105000061;1;21;0;0
351870105000062;1;47;0;0
351870105000063;1;13;0;0
351870105000065;1;91;0;0
351870105000066;1;80;0;0
351870105000067;1;137;1;0
351870105000068;1;131;0;1
351870105000069;1;317;1;5
351870105000070;1;183;0;0
351870105000071;1;166;0;0
351870105000072;1;39;0;0
351870105000073;1;13;0;0
351870105000074;1;12;0;0
351870105000075;1;22;0;0
351870105000076;1;35;0;0
351870105000077;1;2;0;0
351870105000078;1;3;0;0
351870105000079;1;18;0;0
351870105000080;1;113;0;0
351870105000081;1;101;0;0
351870105000082;1;112;0;0
351870105000083;1;124;0;0
351870105000084;1;151;0;0
351870105000085;1;19;0;0
351870105000086;1;262;1;0
351870105000087;1;148;0;0
351870105000088;1;187;0;0
351870105000089;1;72;0;0
351870105000090;1;60;0;0
351870105000091;1;69;1;0
351870105000092;1;63;0;0
351870105000093;1;33;0;0
351870105000094;1;22;0;0
351870105000095;1;4;0;0
351870105000096;1;14;0;0
351870105000097;1;15;0;0
351870105000098;1;15;0;0
351870105000099;1;12;0;0
351870105000100;1;8;0;0
351870105000101;1;17;0;0
351870105000102;1;5;0;0
351870105000103;1;7;0;0
351870105000104;1;113;0;0
351870105000105;1;182;0;0
351870105000106;1;152;0;0
351870105000107;1;136;3;0
351870105000108;1;90;0;0
351870105000109;1;164;0;0
351870105000110;1;69;0;0
351870105000111;1;21;0;0
351870105000112;1;11;0;0
351870105000113;1;26;0;0
351870105000114;1;20;0;0
351870105000115;1;9;0;0
351870105000116;1;16;0;0
351870105000117;1;24;0;0
351870105000118;1;28;0;0
351870105000119;1;18;0;0
351870105000120;1;12;0;0
351870105000121;1;2;0;0
351870105000122;1;19;0;0
351870105000123;1;18;0;0
351870105000124;1;11;0;0
351870105000125;1;12;0;0
351870105000126;1;49;0;0
351870105000127;1;27;0;0
351870105000128;1;139;0;0
351870105000129;1;89;0;0
351870105000130;1;79;0;0
351870105000131;1;131;0;0
351870105000132;1;34;0;0
351870105000133;1;133;2;0
351870105000134;1;141;0;0
351870105000135;1;72;0;0
351870105000136;1;53;0;0
351870105000137;1;116;0;0
351870105000138;1;30;0;0
351870105000139;1;34;0;0
351870105000140;1;30;1;0
351870105000141;1;14;0;0
351870105000142;1;1;0;0
351870105000143;1;18;0;0
351870105000144;1;10;0;0
351870105000145;1;8;0;0
351870105000146;1;57;0;0
351870105000147;1;2;0;0
351870105000148;1;117;0;0
351870105000149;1;109;0;0
351870105000150;1;125;0;0
351870105000151;1;153;1;1
351870105000152;1;138;0;0
351870105000153;1;107;0;0
351870105000154;1;52;0;0
351870105000156;1;26;0;0
351870105000157;1;396;0;0
351870105000158;1;65;0;0
351870105000159;1;342;0;0
351870105000160;1;108;0;0
351870105000161;1;124;0;0
351870105000162;1;144;0;0
351870105000163;1;69;0;0
351870105000164;1;181;1;0
351870105000165;1;101;0;0
351870105000166;1;93;0;0
351870105000168;1;113;0;0
351870105000169;1;22;0;0
351870105000170;1;12;0;0
351870105000171;1;20;0;0
351870105000172;1;43;0;0
351870105000173;1;11;0;0
351870105000174;1;29;0;0
351870105000175;1;6;0;0
351870105000176;1;4;0;0
351870105000177;1;4;0;0
351870105000178;1;3;0;0
351870105000179;1;12;0;0
351870105000180;1;25;0;0
351870105000181;1;15;0;0
351870105000182;1;110;0;0
351870105000183;1;98;0;0
351870105000184;1;146;0;3
351870105000185;1;79;0;0
351870105000186;1;127;0;0
351870105000187;1;270;1;0
351870105000188;1;69;0;0
351870105000189;1;65;0;0
351870105000190;1;21;0;0
351870105000191;1;82;0;0
351870105000192;1;0;X;X
351870105000193;1;34;0;0
351870105000194;1;76;0;0
351870105000195;1;50;0;0
351870105000196;1;37;0;0
351870105000197;1;75;0;0
351870105000198;1;128;0;0
351870105000199;1;66;0;0
351870105000200;1;113;0;0
351870105000201;1;26;0;0
351870105000202;1;65;0;0
351870105000203;1;42;0;0
351870105000204;1;24;0;0
351870105000205;1;29;0;0
351870105000206;1;45;0;1
351870105000207;1;12;0;0
351870105000208;1;5;0;0
351870105000209;1;15;0;0
351870105000210;1;22;0;0
351870105000211;1;22;0;0
351870105000212;1;30;0;0
351870105000213;1;141;0;0
351870105000214;2;46;0;0
351870105000215;1;218;1;1
351870105000216;1;247;0;0
351870105000217;1;177;0;0
351870105000218;1;106;0;0
351870105000219;1;207;2;0
351870105000220;1;63;0;0
351870105000221;1;138;0;0
351870105000222;1;176;0;0
351870105000223;1;158;0;0
351870105000224;1;371;1;0
351870105000226;1;23;0;0
351870105000227;1;8;0;0
