Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
351870105000132;1;3;1;0;3;0;4;2;0;1;0
351870105000133;1;18;0;1;6;0;17;1;0;6;0
351870105000134;1;16;1;1;23;0;16;0;0;12;0
351870105000135;1;5;2;0;6;0;8;3;1;5;0
351870105000136;1;4;0;0;6;0;5;0;0;8;0
351870105000137;1;27;0;1;7;0;9;0;0;7;0
351870105000138;1;6;0;0;0;0;4;0;0;3;0
351870105000139;1;3;0;0;3;0;3;0;0;1;0
351870105000140;1;5;0;0;6;0;3;0;0;2;0
351870105000141;1;1;0;0;1;0;4;0;0;0;0
351870105000142;1;0;0;0;0;0;0;0;0;0;0
351870105000143;1;3;0;0;0;0;4;0;0;2;0
351870105000144;1;5;0;0;0;0;2;0;0;0;0
351870105000145;1;1;0;0;0;0;0;0;0;0;0
351870105000146;1;7;0;0;0;0;9;0;0;0;0
351870105000147;1;2;0;0;0;0;0;0;0;0;0
351870105000148;1;15;1;0;2;0;15;2;0;7;0
351870105000149;1;15;0;1;8;0;16;1;0;6;0
351870105000150;1;24;0;0;4;0;17;0;0;8;0
351870105000151;1;30;1;1;6;0;21;1;0;7;0
351870105000152;1;24;1;0;10;0;20;1;1;5;0
351870105000153;1;14;1;0;5;0;24;0;0;4;0
351870105000154;1;6;0;0;4;0;16;1;0;2;0
351870105000156;1;4;0;0;2;0;5;0;0;2;0
351870105000157;1;36;4;1;55;0;30;4;0;48;0
351870105000158;1;9;0;0;5;0;7;0;0;9;0
351870105000159;1;37;4;2;30;0;40;2;0;39;0
351870105000160;1;17;0;0;9;0;16;0;0;5;0
351870105000161;1;9;0;0;6;0;20;0;0;11;0
351870105000162;1;17;0;0;10;0;12;1;0;20;0
351870105000163;1;8;0;1;8;0;11;0;1;5;0
351870105000164;1;24;2;0;16;0;16;0;0;14;0
351870105000165;1;4;0;0;10;0;11;1;0;7;0
351870105000166;1;7;0;1;6;0;9;0;0;10;0
351870105000168;1;13;2;0;10;0;14;1;0;7;0
351870105000169;1;4;0;0;3;0;1;1;0;1;0
351870105000170;1;3;0;0;1;0;0;1;1;1;0
351870105000171;1;2;0;0;2;0;4;0;0;2;0
351870105000172;1;4;0;0;5;0;9;0;0;4;0
351870105000173;1;0;0;0;2;0;2;0;0;0;0
351870105000174;1;2;0;0;5;0;1;0;0;7;0
351870105000175;1;0;0;0;0;0;1;0;0;0;0
351870105000176;1;2;0;0;1;0;0;0;0;0;0
351870105000177;1;1;0;0;0;0;0;0;0;0;0
351870105000178;1;0;0;0;1;0;0;0;0;0;0
351870105000179;1;2;0;0;0;0;3;0;0;1;0
351870105000180;1;7;0;0;0;0;6;0;0;0;0
351870105000181;1;2;0;0;0;0;6;0;0;0;0
351870105000182;1;12;0;0;7;0;17;0;0;7;0
351870105000183;1;15;0;0;6;0;11;0;0;3;0
351870105000184;1;28;1;0;4;0;27;0;0;6;0
351870105000185;1;9;0;0;11;0;10;0;0;9;0
351870105000186;1;12;1;0;11;0;18;0;0;15;0
351870105000187;1;21;5;0;31;0;18;8;0;26;0
351870105000188;1;10;0;0;3;0;13;0;0;6;0
351870105000189;1;8;0;0;3;0;16;1;0;4;0
351870105000190;1;3;0;0;0;0;6;0;0;1;0
351870105000191;1;11;1;0;9;0;13;0;0;5;0
351870105000192;1;0;X;X;X;X;X;X;X;X;X
351870105000193;1;4;0;0;4;0;5;0;0;2;0
351870105000194;1;2;1;0;6;0;9;0;0;5;0
351870105000195;1;3;1;0;2;0;5;0;0;5;0
351870105000196;1;3;0;0;2;0;6;0;0;3;0
351870105000197;1;6;1;0;6;0;7;0;1;7;0
351870105000198;1;20;1;0;6;0;16;0;0;9;0
351870105000199;1;7;0;0;14;0;5;0;0;8;0
351870105000200;1;12;0;0;9;0;14;3;0;13;0
351870105000201;1;1;0;1;2;0;4;0;0;4;0
351870105000202;1;6;0;0;4;0;9;0;0;4;0
351870105000203;1;6;2;0;3;0;8;0;0;0;0
351870105000204;1;4;0;0;1;0;1;0;0;1;0
351870105000205;1;3;1;0;3;0;3;0;0;3;0
351870105000206;1;6;0;1;2;0;6;0;0;6;0
351870105000207;1;0;0;0;1;0;2;0;1;0;0
351870105000208;1;2;0;0;0;0;0;0;0;0;0
351870105000209;1;3;0;0;0;0;2;0;0;0;0
351870105000210;1;3;1;0;3;0;2;0;0;1;0
351870105000211;1;1;0;0;4;0;1;0;0;0;0
351870105000212;1;4;0;0;4;0;3;0;0;0;0
351870105000213;1;15;0;0;12;0;14;0;0;13;0
351870105000214;2;5;0;1;1;0;4;0;0;4;0
351870105000215;1;28;0;0;20;0;29;0;0;16;0
351870105000216;1;12;3;0;40;0;7;4;0;35;0
351870105000217;1;14;0;1;19;0;20;1;0;23;0
351870105000218;1;9;0;0;12;0;7;0;0;15;0
351870105000219;1;25;5;0;18;0;24;1;0;18;0
351870105000220;1;8;0;0;4;0;8;0;0;5;0
351870105000221;1;19;0;0;14;0;13;0;0;13;0
351870105000222;1;21;0;0;15;0;25;1;0;12;0
351870105000223;1;23;0;1;17;0;9;2;1;17;1
351870105000224;1;55;2;1;23;0;56;0;1;33;0
351870105000226;1;3;0;0;1;0;6;0;1;3;0
351870105000227;1;1;0;0;2;0;0;0;0;0;0
351870105000228;1;8;0;0;1;0;4;0;0;1;0
351870105000229;1;6;0;0;4;0;4;1;1;3;0
351870105000230;1;4;0;1;1;0;3;0;0;0;0
351870105000231;1;3;1;0;0;0;1;1;0;0;0
351870105000232;1;7;0;0;1;0;4;0;0;2;0
351870105000233;1;6;0;0;2;0;8;0;0;1;0
351870105000234;1;7;0;0;6;0;8;1;0;5;0
351870105000235;1;11;0;0;2;0;8;0;0;3;0
351870105000236;1;12;1;0;9;0;9;1;0;4;0
351870105000237;1;7;0;0;2;0;5;0;0;7;0
351870105000238;1;2;1;0;2;0;5;0;0;3;0
351870105000239;1;9;1;0;27;0;14;0;0;34;0
351870105000240;1;18;1;0;4;0;11;0;0;3;0
351870105000241;1;15;0;0;23;0;16;0;0;31;0
351870105000242;1;33;0;0;10;0;16;0;0;9;0
351870105000243;1;10;1;0;30;0;11;0;0;22;0
351870105000244;1;2;0;0;2;0;3;1;0;1;0
351870105000245;1;2;0;0;2;0;4;0;0;1;0
351870105000246;1;10;0;0;2;0;6;0;0;0;0
351870105000247;1;9;0;0;1;0;12;0;0;6;0
351870105000248;1;18;0;0;8;0;13;0;0;11;0
351870105000249;1;19;0;0;1;0;9;0;0;2;0
351870105000250;1;9;0;0;5;0;14;0;0;3;0
351870105000251;1;9;0;1;1;0;4;0;1;1;0
351870105000252;1;9;1;0;9;0;23;1;0;4;0
351870105000253;1;11;0;0;7;0;9;1;0;7;0
351870105000254;1;26;2;0;15;0;27;4;0;3;0
351870105000255;1;18;0;0;14;0;19;2;1;4;0
351870105000256;1;31;3;0;11;0;21;0;0;7;0
351870105000257;8;2;0;0;1;0;1;0;0;1;0
351870105000258;1;11;1;0;15;0;11;0;0;16;0
351870105000259;1;30;6;1;42;0;30;1;1;17;0
351870105000260;1;18;1;0;18;0;12;0;0;13;0
351870105000261;1;7;1;0;6;0;9;0;0;3;0
351870105000262;1;9;2;1;11;0;15;2;0;13;1
351870105000263;1;2;0;0;4;0;2;0;0;1;0
351870105000264;1;10;0;0;7;0;15;1;0;12;0
351870105000265;1;25;1;0;12;0;21;1;0;12;0
351870105000266;1;11;2;0;19;0;5;0;0;18;0
351870105000267;2;14;3;1;17;0;18;4;0;16;0
351870105000268;1;2;0;0;2;0;5;0;0;5;0
351870105000269;1;21;0;0;5;0;25;0;0;5;0
351870105000270;1;18;1;1;4;0;14;0;1;5;0
351870105000271;1;16;2;0;17;0;13;0;1;23;0
351870105000272;1;0;0;0;3;0;2;1;0;4;0
351870105000273;1;12;0;1;19;0;13;1;0;11;0
351870105000274;1;9;2;0;6;0;10;0;0;9;0
351870105000275;1;22;1;0;4;0;19;1;2;8;0
351870105000276;1;22;1;0;6;0;13;1;0;4;0
351870105000278;1;24;1;0;10;0;24;2;0;13;0
351870105000279;1;8;0;0;18;0;3;0;0;19;0
351870105000280;1;3;0;0;0;0;0;0;0;0;0
351870105000281;1;1;0;0;0;0;1;0;0;0;0
351870105000282;1;2;0;0;0;0;0;0;0;0;0
351870105000283;1;6;0;0;2;0;3;0;0;1;0
351870105000284;1;14;1;0;18;0;16;2;0;10;0
351870105000285;1;53;5;0;62;0;55;1;0;73;0
351870105000286;1;20;2;0;13;0;18;4;0;8;0
351870105000287;1;3;0;0;0;0;1;0;0;1;0
351870105000288;1;5;0;0;1;0;7;0;0;1;0
351870105000289;1;0;X;X;X;X;X;X;X;X;X
351870105000290;1;3;0;0;2;0;6;0;0;3;0
351870105000291;1;0;X;X;X;X;X;X;X;X;X
351870105000293;1;2;0;0;4;0;0;0;0;0;0
351870105000294;1;44;0;0;13;0;47;3;1;29;0
351870105000295;1;0;0;0;0;0;1;1;0;0;0
351870105000296;1;9;1;0;3;0;8;1;0;6;0
351870105000297;1;3;0;0;2;0;3;0;0;1;0
351870105000298;1;9;0;0;1;0;6;0;0;1;0
351870105000299;1;7;0;0;1;0;5;0;0;1;0
351870105000300;1;7;0;0;0;0;7;0;0;0;0
351870105000301;1;20;1;0;1;0;15;0;0;5;0
351870105000302;1;11;0;0;3;0;12;1;0;2;0
351870105000303;1;8;0;0;3;0;6;2;0;0;0
351870105000305;1;2;0;0;0;0;1;0;0;0;0
351870105000306;1;1;0;0;0;0;5;0;1;4;0
351870105000310;1;2;0;0;1;0;2;0;0;0;0
351870105000311;1;1;0;0;0;0;3;0;0;0;0
351870110000001;1;25;0;0;16;0;25;0;0;12;0
351870110000002;1;16;0;0;4;0;13;2;0;7;0
351870110000003;1;7;0;0;2;0;1;0;0;0;0
351870110000004;1;7;1;0;2;0;7;0;0;4;0
351870110000005;1;6;0;0;2;0;6;0;0;5;0
351870110000006;1;23;1;0;28;0;25;0;0;19;0
351870110000007;1;16;0;0;17;0;15;0;0;8;0
351870110000008;1;20;1;0;27;0;26;1;1;21;0
351870110000009;1;8;2;1;9;0;4;3;1;5;0
351870110000010;1;31;2;0;24;0;24;1;0;25;0
351870110000011;1;19;2;0;21;0;15;3;0;19;0
351870110000012;1;14;1;0;16;0;7;2;0;20;0
351870110000013;1;7;0;0;8;0;5;1;0;12;0
351870110000014;1;10;1;0;10;0;8;0;0;4;0
351870110000015;1;12;0;0;8;0;8;0;1;5;0
351870110000016;1;18;1;0;11;0;14;3;0;6;0
351870110000017;1;10;0;0;5;0;15;1;0;7;0
351870110000018;1;6;0;1;3;0;5;0;0;0;0
351870110000019;1;12;1;0;5;0;10;0;0;5;0
351870110000020;1;8;0;0;3;0;10;0;0;3;0
351870110000021;1;14;0;0;6;0;5;0;0;9;0
351870110000022;1;24;0;0;11;0;22;1;0;13;0
351870110000023;1;10;1;0;2;0;6;0;0;3;0
351870110000024;1;27;0;0;22;0;12;0;0;27;0
351870110000025;1;13;1;0;12;0;18;0;0;8;0
351870110000026;1;25;1;0;11;0;26;0;0;8;0
351870110000027;1;24;0;0;11;0;19;1;0;11;0
351870110000028;1;10;2;0;6;0;13;0;0;6;0
351870110000029;1;13;0;0;5;0;7;1;0;9;0
351870110000030;1;5;0;0;3;0;4;0;0;3;0
351870110000031;1;20;5;0;8;0;9;5;0;16;0
351870110000032;1;18;1;0;12;0;15;3;0;11;0
351870110000033;1;12;1;0;14;0;30;2;0;12;0
351870110000034;1;9;0;0;7;0;5;0;0;7;0
351870110000035;1;13;0;0;5;0;14;1;0;6;0
351870110000036;1;6;0;1;10;0;18;0;2;8;0
351870110000037;1;3;0;0;3;0;10;2;0;1;0
351870110000038;1;21;0;0;13;0;19;1;0;6;0
351870110000039;1;7;0;0;2;0;3;1;0;2;0
351870110000040;1;16;1;0;5;0;15;0;0;6;0
351870110000041;1;9;2;0;8;0;9;0;0;6;0
351870110000042;1;15;1;0;13;0;15;1;1;8;0
351870110000043;1;17;1;0;8;0;11;1;0;5;0
351870110000044;1;22;0;0;22;0;29;1;0;19;0
351870110000045;1;27;4;0;35;0;28;0;0;34;0
351870110000046;1;7;0;0;15;0;11;0;0;10;0
351870110000047;1;10;0;0;4;0;12;2;0;13;0
351870110000048;1;19;1;0;11;0;10;0;0;15;0
351870110000049;1;23;1;0;18;0;16;0;0;15;0
351870110000050;1;11;2;0;9;0;11;1;0;14;0
351870110000051;1;15;1;0;8;0;17;0;0;8;0
351870110000052;1;9;4;0;6;0;19;1;0;6;0
351870110000053;1;14;0;0;14;0;14;1;0;12;0
351870110000054;1;6;0;0;14;0;17;0;1;7;0
351870110000055;1;17;2;0;10;0;21;0;0;13;0
351870110000056;1;26;0;0;14;0;24;0;0;15;0
351870110000057;1;9;1;0;9;0;11;0;0;10;0
351870110000058;1;16;3;0;14;0;26;2;0;18;0
351870110000059;1;20;0;0;13;0;20;1;0;21;0
351870110000060;1;21;1;0;16;0;16;0;0;21;0
351870110000061;1;17;1;0;12;0;21;0;0;5;0
351870110000062;1;10;1;0;4;0;13;0;0;4;0
351870110000063;1;18;0;0;17;0;21;0;0;15;0
351870110000064;1;5;0;0;12;0;14;0;0;9;0
351870110000065;1;8;0;0;13;0;6;1;0;19;0
351870110000066;1;24;3;0;17;0;17;2;0;17;0
351870110000067;1;28;0;0;23;0;27;0;0;20;0
351870110000068;1;3;0;0;4;0;7;0;0;6;0
351870110000069;1;1;1;0;12;0;4;0;0;10;0
351870110000070;1;16;1;0;24;0;21;0;0;28;0
351870110000071;1;21;0;0;19;0;19;0;0;16;0
351870110000072;1;17;2;1;22;0;24;2;0;16;0
351870110000073;1;18;1;0;9;0;13;2;0;10;0
351870110000074;1;9;2;0;5;0;12;0;0;15;0
351870110000075;1;23;3;2;19;0;23;0;0;13;0
351870110000076;1;7;0;0;5;0;10;1;0;7;0
351870110000077;1;5;2;0;12;0;9;3;0;9;0
351870110000078;1;23;1;0;12;0;16;0;0;16;0
351870110000079;1;16;1;0;15;0;10;0;0;13;0
351870110000080;1;18;0;0;14;0;12;2;0;18;0
351870110000081;1;11;2;0;6;0;15;2;0;5;0
351870110000082;1;17;3;0;11;0;15;1;0;8;0
351870110000083;1;18;1;0;10;0;12;1;0;14;0
351870110000084;1;25;3;0;9;0;14;0;0;9;0
351870110000085;1;23;0;0;27;0;34;2;0;19;0
351870110000086;1;19;2;0;15;0;21;2;1;13;0
351870110000087;1;14;1;0;10;0;5;0;0;8;0
351870110000088;1;4;0;0;6;0;8;0;0;6;0
351870110000089;1;26;2;0;27;0;28;0;0;19;0
351870110000090;1;22;0;0;15;0;19;1;0;16;0
351870110000091;1;40;2;0;20;0;16;2;0;12;0
351870110000092;1;18;3;0;28;0;19;3;0;31;0
351870110000093;1;31;3;0;22;0;27;6;0;23;0
351870110000094;1;4;0;0;7;0;5;0;0;5;0
351870110000095;1;18;0;0;25;0;17;1;0;12;0
351870110000096;1;8;2;0;13;0;12;3;0;17;0
351870110000097;1;10;2;0;14;0;9;3;0;8;0
351870110000098;1;28;2;0;22;0;39;0;0;28;0
351870110000099;1;26;1;0;29;0;25;4;0;21;0
351870110000100;1;18;0;1;6;0;10;1;0;7;0
351870110000101;1;17;1;0;15;0;19;0;0;14;0
351870110000102;1;15;1;0;5;0;17;0;0;12;0
351870110000103;1;29;0;0;14;0;30;1;0;19;0
351870110000104;1;24;2;0;15;0;29;1;0;17;0
351870110000105;1;37;4;0;30;0;45;0;0;27;0
351870110000106;1;11;0;0;10;0;17;2;0;7;0
351870110000107;1;20;1;1;15;0;26;1;1;16;0
351870110000108;1;16;0;0;12;0;13;1;0;18;0
351870110000109;1;17;4;0;21;0;26;0;0;21;0
351870110000110;1;23;0;0;24;0;13;0;0;22;0
351870110000111;1;31;11;0;37;0;33;13;0;27;0
351870110000112;1;24;4;0;49;0;26;13;0;29;0
351870110000113;1;25;4;2;42;0;37;4;0;44;0
351870110000114;1;35;3;0;35;0;24;2;0;37;0
351870110000115;1;26;0;0;52;0;28;2;0;60;0
351870110000116;1;24;1;0;20;0;23;0;0;17;0
351870110000117;1;13;1;0;5;0;14;2;0;7;0
351870110000118;1;18;0;0;17;0;10;0;0;13;0
351870110000119;1;20;0;0;21;0;20;0;0;16;0
351870110000120;1;12;1;0;3;0;22;2;0;11;0
351870110000121;1;20;1;0;23;0;17;0;0;21;2
351870110000122;1;15;1;0;8;0;20;0;2;10;0
351870110000123;1;30;1;0;20;0;37;2;0;16;0
351870110000124;1;15;5;0;12;0;13;2;0;17;0
351870110000125;1;15;1;0;6;0;9;0;0;4;0
351870110000126;1;8;0;0;5;0;11;1;0;5;0
351870110000127;1;13;0;0;6;1;7;0;0;7;0
351870110000128;1;9;1;0;8;0;10;1;0;8;0
351870110000129;1;0;X;X;X;X;X;X;X;X;X
351870110000130;1;15;1;0;18;0;30;1;0;24;0
351870110000131;1;20;0;0;19;0;14;2;0;20;0
351870110000132;2;0;X;X;X;X;X;X;X;X;X
351870110000133;1;13;1;0;11;0;14;1;0;13;0
351870110000134;1;27;1;1;14;0;22;1;0;5;0
351870110000135;1;9;0;0;11;0;14;0;0;9;0
351870110000136;1;7;1;0;8;0;7;0;0;6;0
351870110000137;1;17;0;0;12;0;13;0;0;13;0
351870110000138;1;21;0;0;11;0;18;1;0;14;0
351870110000139;1;20;1;0;13;0;32;0;0;16;0
351870110000140;1;13;0;0;6;0;11;1;0;8;1
351870110000141;1;0;0;0;0;0;0;0;0;0;0
351870110000143;1;0;X;X;X;X;X;X;X;X;X
351870110000144;1;0;X;X;X;X;X;X;X;X;X
351870110000145;1;19;2;1;18;0;14;3;0;15;0
351870110000146;1;15;0;0;16;0;11;1;0;7;0
351870110000147;1;29;3;0;25;0;18;0;0;31;0
351870110000148;1;23;4;0;14;0;22;4;0;15;1
351870110000149;1;10;1;0;11;0;13;1;0;15;0
351870110000150;1;14;1;0;7;0;9;0;0;15;0
351870110000151;1;22;0;0;35;0;12;1;0;28;0
351870110000152;1;9;4;0;36;0;13;2;0;29;0
351870110000153;1;25;2;0;31;0;21;2;0;25;0
351870110000154;1;14;2;0;11;0;9;0;0;12;1
351870110000155;1;28;0;0;15;0;22;1;0;12;0
351870110000156;1;21;0;0;15;0;16;0;0;13;0
351870110000157;1;36;2;0;27;0;49;2;0;13;0
351870110000158;1;3;0;0;4;0;3;0;0;6;0
351870110000159;1;16;1;0;11;0;20;0;0;7;0
351870110000160;1;17;0;0;7;0;10;0;0;6;0
351870110000161;1;1;X;X;X;X;X;X;X;X;X
351870110000162;2;2;X;X;X;X;X;X;X;X;X
351870110000163;1;8;1;1;6;0;16;1;0;4;0
351870110000164;1;17;0;0;11;0;12;1;0;5;0
351870110000165;1;17;1;0;15;0;17;3;0;18;0
351870110000166;1;21;1;0;18;0;23;2;0;12;0
351870110000167;1;13;0;0;12;0;14;0;0;12;0
351870110000168;1;15;2;1;14;2;13;0;0;10;0
351870110000169;1;12;0;0;8;0;5;1;0;4;0
351870110000170;1;20;2;0;21;0;23;0;0;17;0
351870110000171;1;18;2;1;14;0;16;2;0;19;0
351870110000172;1;42;5;0;32;0;39;1;0;33;0
351870110000173;1;12;0;0;15;0;5;2;0;12;0
351870110000174;1;21;0;0;11;0;10;0;0;13;0
351870110000175;1;32;0;1;40;0;41;0;0;21;0
351870110000176;1;30;1;0;24;0;33;5;0;19;0
351870110000177;1;27;3;0;25;0;28;2;0;13;1
351870110000178;1;16;4;0;32;0;23;3;0;34;0
351870110000179;1;39;4;0;58;0;43;3;0;46;0
351870110000180;1;26;1;0;23;0;24;3;0;22;0
351870110000181;1;17;0;0;11;0;18;2;0;6;0
351870110000182;1;22;0;0;5;0;20;0;0;12;0
351870110000183;1;9;1;2;14;0;16;2;0;9;0
351870110000184;1;14;0;0;10;0;10;2;1;8;0
351870110000185;1;12;2;0;7;0;10;0;0;8;0
351870110000186;1;2;4;0;12;0;12;2;0;9;0
351880005000001;1;8;0;0;0;0;5;0;0;2;0
351880005000002;1;2;0;0;1;0;0;0;0;1;0
351880005000003;1;6;0;0;1;0;8;0;0;2;0
351880005000004;1;10;1;0;1;0;9;0;0;2;0
351880005000005;1;13;0;1;1;0;8;0;0;0;0
351880005000006;1;13;0;0;0;0;0;0;0;1;0
351880005000007;1;5;0;0;0;0;4;0;0;1;0
351880005000008;1;5;0;0;1;0;6;0;1;1;0
351880005000009;1;2;0;0;0;0;4;0;0;1;0
351880005000011;1;15;0;0;2;0;20;0;0;0;0
351880005000012;1;6;0;0;1;0;3;0;1;0;0
351880005000013;1;15;0;0;2;0;10;0;1;1;0
351880005000014;1;11;0;0;3;0;10;0;1;0;0
351880005000015;1;14;0;0;0;0;7;0;2;0;0
351880005000016;1;11;0;0;2;0;8;0;0;2;0
351880005000017;1;17;0;0;0;0;13;0;2;1;0
351880005000018;1;11;0;0;1;0;11;0;0;2;0
351880005000019;1;18;0;0;4;0;15;0;1;1;0
351880005000020;1;22;0;1;4;0;22;0;0;1;0
351880005000021;1;13;0;0;1;0;15;1;0;3;0
351880005000022;1;4;1;0;1;0;8;2;0;0;0
351880005000023;1;14;0;1;4;0;8;0;0;3;0
351880005000024;1;12;0;0;2;0;8;3;0;3;0
351880005000025;1;19;0;0;3;0;12;0;0;3;0
351880005000026;1;9;1;0;1;0;9;0;0;1;0
351880005000027;1;15;0;0;3;0;10;1;0;0;0
351880005000028;1;9;0;0;1;0;15;0;2;3;0
351880005000029;1;17;0;1;1;0;8;0;0;0;0
351880005000030;1;12;0;1;0;0;12;0;2;0;0
351880005000031;1;3;0;0;2;0;4;0;0;1;0
351880005000032;1;14;1;1;5;0;10;1;0;5;0
351880005000033;1;8;0;0;0;0;14;0;1;0;0
351880005000034;1;24;1;0;4;0;36;0;1;2;0
351880005000035;1;15;0;4;1;0;9;1;0;1;0
351880005000036;1;7;0;0;0;0;9;0;0;0;0
351880005000037;1;13;0;0;2;0;13;0;0;2;0
351880005000038;1;21;1;0;3;0;20;0;0;1;0
351880005000039;1;9;2;0;5;0;13;1;0;6;0
351880005000040;1;17;1;0;6;0;15;4;0;3;0
351880005000041;1;17;0;0;9;0;20;5;1;8;1
351880005000042;1;12;1;0;3;0;12;0;1;1;0
351880005000043;1;13;0;0;3;0;20;1;0;2;0
351880005000044;1;15;2;0;2;0;15;0;0;4;0
351880005000045;1;16;1;0;1;0;16;0;1;1;0
351880005000046;1;9;0;0;2;0;10;1;1;3;0
351880005000047;1;15;2;0;6;0;19;1;1;8;0
351880005000048;1;14;0;2;1;0;11;0;0;3;0
351880005000049;1;15;1;1;3;0;14;2;1;5;0
351880005000050;1;14;0;1;3;0;12;1;0;4;0
351880005000051;1;8;0;0;1;0;14;2;0;4;0
351880005000052;1;19;1;1;4;0;11;5;1;4;0
351880005000053;1;14;1;1;6;0;3;0;1;2;0
351880005000054;1;21;0;0;6;0;9;0;1;3;0
351880005000055;1;8;0;0;9;0;17;0;0;7;4
351880005000056;1;27;2;0;27;0;20;2;0;24;0
351880005000057;1;16;0;0;7;0;20;0;0;7;0
351880005000058;1;11;0;0;3;0;14;0;1;3;0
351880005000059;1;12;0;1;2;0;6;0;0;1;0
351880005000060;1;8;0;1;2;0;12;1;1;3;0
351880005000061;1;13;1;0;5;0;16;2;0;11;0
351880005000062;1;18;1;0;6;0;19;2;0;5;0
351880005000063;1;15;1;1;4;0;13;1;0;1;0
351880005000064;1;5;0;0;0;0;15;0;0;2;1
351880005000065;1;18;1;0;9;1;20;0;0;7;2
351880005000066;1;13;0;1;4;0;20;0;1;2;0
351880005000067;1;21;1;0;3;0;27;0;2;1;0
351880005000068;1;6;2;0;0;0;6;4;0;1;0
351880005000069;1;11;0;0;2;0;16;0;0;0;0
351880005000070;1;29;1;1;3;0;33;1;0;1;0
351880005000071;1;16;0;1;2;0;11;0;0;4;0
351880005000072;1;13;0;0;2;0;8;0;0;1;0
351880005000073;1;8;1;0;1;0;7;0;2;1;0
351880005000074;1;24;1;1;2;0;11;0;0;2;0
351880005000075;1;27;0;0;1;0;11;0;0;3;0
351880005000076;1;29;0;0;6;0;27;0;0;1;0
351880005000077;1;33;1;0;5;0;21;1;0;10;0
351880005000078;1;16;0;0;4;0;20;0;0;1;0
351880005000079;1;21;1;1;4;0;15;0;1;1;0
351880005000080;1;21;1;0;4;0;21;1;0;4;0
351880005000081;1;38;0;1;1;0;35;0;0;3;0
351880005000082;1;11;0;0;2;0;17;0;0;4;0
351880005000083;1;13;0;0;1;0;6;0;0;2;0
351880005000084;1;10;0;0;1;0;13;0;0;2;0
351880005000085;1;10;2;0;4;0;6;0;0;0;0
351880005000086;1;12;0;0;0;0;12;1;1;3;0
351880005000087;1;12;0;0;2;0;17;0;0;2;0
351880005000088;1;8;0;0;1;0;6;0;0;2;0
351880005000089;1;6;2;0;0;0;12;0;3;1;0
351880005000090;1;13;1;1;5;0;16;0;0;7;0
351880005000091;1;13;0;0;4;0;9;0;0;1;0
351880005000092;1;0;0;0;2;0;2;0;0;1;0
351880005000094;1;16;3;0;4;0;16;2;0;4;0
351880005000095;1;14;0;0;3;0;12;0;1;1;0
351880005000096;1;10;0;0;1;0;7;0;0;1;0
351880005000097;1;8;1;0;2;0;19;1;0;2;0
351880005000098;1;14;0;0;4;0;15;0;0;7;0
351880005000099;1;9;0;0;3;0;6;0;0;2;0
351880005000101;1;5;0;0;2;0;6;0;0;2;0
351880005000102;1;29;1;0;2;0;23;3;0;4;0
351880005000103;1;14;0;0;0;0;15;3;0;2;0
351880005000104;1;10;0;0;3;0;14;0;0;3;0
351880005000105;1;18;2;1;3;0;13;2;0;4;0
351880005000106;1;10;0;0;6;0;5;1;0;2;0
351880005000107;1;11;0;0;3;0;7;2;0;4;0
351880005000108;1;14;1;0;7;0;9;0;0;2;0
351880005000109;1;11;1;0;5;0;19;0;0;4;0
351880005000110;1;13;0;0;2;0;12;0;0;3;0
351880005000111;1;16;0;0;12;0;7;0;0;6;0
351880005000112;1;19;0;0;1;0;9;0;0;3;0
351880005000113;1;15;0;0;4;0;16;1;0;3;0
351880005000114;1;13;0;0;4;0;8;2;0;1;0
351880005000115;1;12;0;0;2;0;16;0;1;2;0
351880005000116;1;15;0;0;3;0;11;0;1;1;0
351880005000117;1;6;3;0;6;0;8;0;0;12;0
351880005000118;1;26;1;0;2;0;14;1;0;4;0
351880005000119;1;15;1;0;1;0;9;0;0;3;0
351880005000120;1;0;0;0;2;0;0;0;0;0;0
351880005000121;1;20;2;0;8;0;12;0;0;9;0
351880005000122;1;9;0;0;7;0;16;0;0;5;0
351880005000123;1;25;0;0;5;0;33;0;0;2;0
351880005000124;1;14;0;0;6;0;11;0;0;3;0
351880005000125;1;15;3;0;10;0;13;2;0;15;0
351880005000126;1;9;3;0;6;0;3;1;0;6;0
351880005000127;1;23;1;0;9;0;19;0;0;9;0
351880005000128;1;24;5;0;19;0;17;2;0;21;0
351880005000129;1;22;3;0;9;0;12;2;0;6;0
351880005000130;1;5;0;1;4;0;11;0;0;3;0
351880005000131;1;18;1;0;5;0;20;0;0;4;0
351880005000132;1;17;0;0;8;0;34;2;0;8;0
351880005000133;1;4;0;1;2;0;1;0;0;3;0
351880005000134;1;7;0;0;4;0;13;0;0;3;0
351880005000135;1;22;2;0;2;0;15;2;1;4;0
351880005000136;1;13;3;0;1;0;14;5;0;6;0
351880005000137;1;26;0;0;1;0;23;0;0;0;0
351880005000138;1;8;0;0;4;0;12;0;0;7;0
351880005000139;1;9;2;0;2;0;3;2;0;3;0
351880005000140;1;4;0;0;2;0;5;0;0;3;0
351880005000141;1;14;0;1;6;0;10;1;0;7;0
351880005000142;1;7;0;0;11;0;6;0;0;6;0
351880005000143;1;14;1;0;11;0;10;4;0;12;0
351880005000144;1;6;2;0;12;0;7;1;0;8;0
351880005000145;1;20;5;0;22;0;21;1;0;11;0
