Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
353560605000020;8;16;2;0;9;0;18;1;0;13;0
353560605000021;8;9;0;0;0;0;12;0;0;0;0
353560605000022;8;19;0;0;3;0;19;0;0;1;0
353560605000023;8;2;0;0;0;0;5;0;0;1;0
353560605000024;8;10;0;0;0;0;6;0;0;1;0
353560605000025;8;12;0;0;7;0;6;0;0;3;0
353560605000026;4;9;0;0;2;0;6;0;0;0;0
353560605000027;8;38;0;0;14;0;37;1;0;20;0
353560605000028;8;1;1;0;7;0;4;0;0;6;0
353560605000029;8;40;0;1;3;0;30;0;0;6;0
353560605000030;8;6;0;0;0;0;6;0;0;0;0
353570505000001;1;6;0;0;6;0;11;0;0;2;0
353570505000002;1;35;1;0;0;0;41;1;0;0;0
353570505000003;1;21;1;0;4;0;35;0;0;5;0
353570505000004;1;44;0;0;14;0;29;2;0;18;0
353570505000005;1;9;0;0;1;0;12;0;0;5;0
353570505000006;1;13;0;0;3;0;12;0;0;5;0
353570505000007;8;3;0;0;1;0;6;0;0;1;0
353570505000008;8;3;0;0;3;0;4;0;0;4;0
353570505000009;8;5;0;0;4;0;5;0;0;4;0
353580405000001;1;13;0;0;1;0;11;0;0;0;0
353580405000002;1;15;2;0;11;0;17;1;0;4;0
353580405000003;1;24;1;0;3;0;16;2;0;6;0
353580405000004;1;11;0;0;2;0;7;0;0;6;0
353580405000005;1;23;0;0;10;0;31;0;0;3;0
353580405000006;1;25;0;0;4;0;40;0;0;2;0
353580405000007;1;37;0;0;7;0;27;1;0;8;0
353580405000008;1;34;0;0;4;0;24;0;0;3;0
353580405000009;1;15;0;0;3;0;14;0;0;3;0
353580405000010;1;22;0;0;2;0;14;0;0;2;0
353580405000011;1;23;1;0;2;1;13;1;0;1;1
353580405000012;1;5;0;0;1;0;4;0;0;2;0
353580405000013;3;0;0;0;0;0;0;0;0;0;0
353580405000014;3;1;0;0;1;0;0;0;0;0;0
353580405000015;3;6;0;0;3;0;15;0;0;2;0
353580405000016;3;1;0;0;0;0;2;0;0;0;0
353580405000017;3;29;1;0;3;0;25;0;0;13;0
353580405000018;3;8;0;0;0;0;6;0;1;0;0
353580405000019;3;13;0;0;0;0;13;0;0;2;0
353580405000020;3;21;1;0;8;0;18;0;0;0;0
353580405000021;3;32;0;0;4;0;23;0;0;6;0
353580405000022;3;19;1;0;8;0;21;2;0;6;0
353580405000023;3;21;0;0;9;0;14;1;0;7;0
353580405000024;3;10;0;1;2;0;12;0;0;1;0
353580405000025;3;9;0;0;3;0;3;0;0;2;0
353580405000026;3;0;1;0;0;0;0;0;0;0;0
353580405000027;3;1;0;0;0;0;1;0;0;0;0
353580405000028;3;2;0;0;0;0;2;0;0;1;0
353580405000029;3;3;0;0;0;0;0;0;0;0;0
353580405000030;3;0;X;X;X;X;X;X;X;X;X
353580405000033;3;1;0;0;0;0;1;0;0;0;0
353580405000034;3;1;X;X;X;X;X;X;X;X;X
353580405000035;8;7;0;0;3;0;9;0;0;3;0
353580405000036;8;7;0;0;5;0;13;0;0;4;0
353580405000037;8;12;0;0;2;0;16;0;0;4;0
353580405000038;8;0;X;X;X;X;X;X;X;X;X
353580405000039;8;11;0;0;13;0;6;0;0;8;0
353580405000040;8;22;0;0;8;0;21;0;0;2;0
353580405000041;8;21;0;0;6;0;21;0;0;5;0
353580405000042;8;6;0;0;5;0;8;0;0;1;0
353580405000044;8;4;0;0;2;0;4;0;0;1;0
353580405000045;8;6;1;0;1;0;4;0;0;2;0
353590305000001;1;8;0;1;2;0;7;0;1;2;0
353590305000002;1;16;0;2;1;0;13;0;0;2;0
353590305000003;1;15;0;0;18;0;11;0;0;13;0
353590305000004;1;9;0;1;1;0;8;0;0;3;0
353590305000005;1;16;1;0;6;0;17;0;0;10;0
353590305000006;8;4;0;0;1;0;3;0;1;1;0
353590305000007;8;0;0;1;2;0;4;0;0;2;0
353600005000001;1;8;0;0;2;0;5;0;0;1;0
353600005000002;1;34;2;0;9;0;32;0;0;11;0
353600005000003;1;20;0;0;10;0;18;1;0;10;0
353600005000004;1;9;0;0;3;0;4;0;0;0;0
353600005000005;1;8;0;1;7;0;12;0;0;4;0
353600005000006;1;5;0;0;1;0;9;0;0;0;0
353600005000007;1;16;1;0;6;0;12;1;0;10;0
353600005000008;1;18;0;0;8;0;10;0;0;8;0
353600005000009;1;21;5;0;22;0;12;2;0;13;0
353600005000010;1;8;0;1;3;0;9;0;0;4;0
353600005000011;1;12;1;0;7;0;12;0;1;5;0
353600005000012;1;0;X;X;X;X;X;X;X;X;X
353600005000013;3;12;0;0;6;0;4;0;0;5;0
353600005000016;3;0;X;X;X;X;X;X;X;X;X
353600005000017;8;1;0;0;0;0;6;0;0;0;0
353600005000018;8;4;0;0;3;0;4;0;0;4;0
353600005000019;8;4;0;0;2;0;5;0;0;3;0
353600005000020;8;3;0;0;2;0;0;0;0;1;0
353600005000021;8;5;0;0;1;0;7;0;0;0;0
353600005000022;8;2;0;0;0;0;2;0;0;0;0
353600005000023;8;1;0;0;1;0;2;0;0;3;0
353600005000024;8;4;0;0;1;0;3;1;0;1;0
353600005000025;8;4;0;1;2;0;4;0;0;0;0
353600005000026;8;5;0;0;1;0;5;0;0;1;0
353600005000027;8;2;0;0;1;0;3;0;0;1;0
353600005000028;8;0;0;0;0;0;1;0;0;0;0
353610905000001;1;10;0;0;2;0;21;0;0;2;0
353610905000002;1;11;0;0;1;0;10;0;0;1;0
353610905000003;1;18;2;0;12;0;15;0;0;11;0
353610905000004;1;13;0;0;1;0;15;0;0;2;0
353610905000005;1;19;0;0;2;0;26;0;0;1;0
353610905000006;1;20;0;0;3;0;10;0;0;2;0
353610905000007;1;21;0;0;7;0;19;1;0;2;0
353610905000008;3;8;0;0;4;0;8;0;0;1;0
353610905000009;3;1;0;0;0;0;2;0;0;0;0
353610905000010;3;0;X;X;X;X;X;X;X;X;X
353610905000011;3;1;0;0;1;0;1;0;0;0;0
353610905000012;3;0;X;X;X;X;X;X;X;X;X
353610905000013;3;2;0;0;1;0;0;0;0;2;0
353610905000014;8;0;X;X;X;X;X;X;X;X;X
353610905000015;8;18;0;0;2;0;14;0;0;2;0
353610905000016;8;7;0;0;0;0;9;0;0;0;0
353610905000017;8;11;0;0;9;0;14;0;0;11;0
353610905000018;8;3;0;0;0;0;4;1;0;0;0
353620805000001;1;12;0;0;2;0;12;0;0;1;0
353620805000002;1;11;1;0;5;0;22;0;0;8;0
353620805000003;1;15;0;0;5;0;24;0;1;0;0
353620805000004;1;16;0;0;10;0;17;0;0;16;0
353620805000005;1;9;0;0;4;0;15;1;0;4;0
353620805000006;1;25;4;0;8;0;16;0;0;8;0
353620805000007;1;31;0;0;12;0;31;0;0;12;0
353620805000008;1;22;0;1;10;0;31;0;0;9;0
353620805000009;1;17;0;1;3;0;16;0;0;4;0
353620805000010;1;24;1;1;19;0;29;2;0;16;0
353620805000011;1;5;0;0;4;0;6;0;0;5;0
353620805000012;1;11;2;0;36;0;29;1;0;28;0
353620805000013;8;12;0;0;6;0;7;1;0;2;0
353620805000014;8;4;0;1;12;0;6;1;1;8;0
353620805000015;8;0;0;0;2;0;2;0;0;1;0
353620805000016;8;8;0;0;6;0;9;0;0;6;0
353620805000017;8;0;0;0;0;0;1;0;0;0;0
353620805000018;8;7;0;0;9;0;7;0;0;4;0
353620805000019;8;46;1;0;23;0;45;2;0;22;0
353620805000020;8;37;1;0;4;0;17;0;0;8;0
353620805000021;8;12;0;0;16;0;12;0;0;14;0
353620805000022;8;6;1;0;6;0;4;1;0;0;0
353620805000024;1;21;1;0;5;0;17;0;0;6;0
353620805000025;1;17;1;0;4;0;12;0;1;6;0
353620805000026;1;10;0;0;8;0;9;0;0;6;0
353620805000027;8;18;0;0;13;0;14;0;0;6;0
353620805000028;8;0;0;0;0;15;0;0;0;0;5
353625705000001;1;17;1;0;3;0;13;1;0;5;0
353625705000002;1;19;0;0;3;0;22;2;0;4;0
353625705000003;8;11;X;X;X;X;X;X;X;X;X
353625705000006;1;0;X;X;X;X;X;X;X;X;X
353630705000001;1;15;5;0;8;0;17;1;0;11;0
353630705000002;1;9;0;0;2;0;7;2;0;5;0
353630705000003;1;16;2;0;15;0;23;1;0;15;0
353630705000004;1;18;3;0;9;0;18;3;0;8;0
353630705000005;1;22;1;1;9;0;14;1;0;11;0
353630705000006;1;14;1;0;4;0;20;2;0;6;0
353630705000007;1;18;1;0;10;0;18;0;0;5;0
353630705000008;1;29;0;0;6;0;39;0;0;10;0
353630705000009;1;7;2;0;4;0;13;1;0;11;0
353630705000010;1;7;2;0;6;0;13;3;0;0;0
353630705000011;1;41;0;0;16;0;39;1;1;16;0
353630705000012;1;5;2;0;2;0;7;0;0;7;0
353630705000013;8;14;3;0;7;0;21;1;0;4;0
353630705000014;8;14;1;0;0;0;10;0;0;4;0
353630705000015;8;5;0;0;1;0;7;0;0;4;0
353630705000016;8;20;2;0;7;0;14;3;0;8;0
353630705000017;8;8;1;0;0;0;15;3;0;2;0
353630705000018;8;7;0;0;5;0;4;0;0;5;0
353630705000019;1;14;5;0;11;0;17;2;0;10;0
353630705000020;1;11;0;0;7;0;12;0;0;2;0
353630705000021;3;0;0;0;0;0;0;0;0;0;0
353640605000001;1;23;0;0;9;0;10;1;1;8;0
353640605000002;1;19;0;0;14;0;27;1;1;19;0
353640605000003;1;16;0;1;8;0;21;0;0;2;0
353640605000004;1;20;1;0;22;0;15;0;0;6;0
353640605000005;1;9;0;1;6;0;5;0;0;4;0
353640605000006;2;3;0;0;0;0;2;0;0;0;0
353640605000007;1;0;0;0;0;0;0;0;0;0;0
353640605000008;2;1;0;0;0;0;1;0;0;0;0
353640605000009;3;0;0;0;0;0;1;0;0;0;0
353640605000010;8;14;1;0;1;0;9;0;0;3;0
353640605000011;8;4;1;0;1;0;7;0;0;0;0
353640605000012;8;5;0;0;4;0;4;0;0;9;0
353640605000013;1;12;0;0;3;0;6;0;0;7;0
353640605000014;1;11;0;0;7;0;11;0;0;9;0
353640605000015;1;2;0;0;1;0;2;0;0;4;0
353640605000016;1;8;0;0;3;0;5;0;0;1;0
353640605000018;1;4;0;0;0;0;1;0;0;1;0
353640605000019;3;1;0;0;0;0;0;0;0;0;0
353640605000020;3;0;0;0;0;0;0;0;0;0;0
353650505000001;1;13;0;0;4;0;9;0;0;1;0
353650505000002;1;6;0;0;1;0;9;0;1;1;0
353650505000003;1;8;0;1;4;0;5;0;0;0;0
353650505000004;1;14;0;0;2;0;14;0;0;6;0
353650505000005;1;30;0;0;4;0;27;0;1;3;0
353650505000006;1;9;0;0;5;0;11;0;0;4;0
353650505000007;1;15;0;0;2;0;14;0;0;3;0
353650505000008;1;4;0;0;0;0;7;0;0;2;0
353650505000009;1;8;0;0;2;0;11;0;0;1;0
353650505000010;1;8;0;0;2;0;10;0;0;3;0
353650505000011;1;14;1;0;4;0;8;0;0;6;0
353650505000012;2;11;0;0;3;0;9;0;0;1;0
353650505000013;1;16;3;0;3;0;17;1;0;6;0
353650505000014;1;23;1;1;3;0;15;0;0;0;0
353650505000015;1;12;0;0;1;0;14;0;0;0;0
353650505000016;1;16;0;0;0;0;9;0;0;0;0
353650505000017;1;12;1;1;8;0;15;0;1;4;0
353650505000018;1;11;0;0;9;0;18;1;0;11;0
353650505000019;1;15;3;2;3;0;7;0;0;2;0
353650505000020;1;13;1;0;5;0;10;0;0;1;0
353650505000021;1;4;0;0;1;0;12;0;0;0;0
353650505000022;1;23;5;0;16;0;28;4;0;14;0
353650505000023;1;1;0;0;0;0;2;0;0;0;0
353650505000024;2;2;1;1;6;0;3;0;1;3;0
353650505000025;1;0;0;0;0;0;0;0;0;0;0
353650505000026;1;11;2;0;9;0;19;1;0;11;0
353650505000027;1;12;1;0;2;0;4;0;0;8;0
353650505000028;1;10;0;0;5;0;14;0;0;5;0
353650505000029;1;32;0;1;6;0;38;1;0;1;0
353650505000030;1;15;0;0;3;0;22;1;0;7;0
353650505000031;1;17;0;0;13;0;20;0;0;10;0
353650505000032;1;8;2;0;8;0;13;0;0;3;0
353650505000033;1;7;1;0;3;0;11;4;0;5;0
353650505000034;1;13;0;0;12;0;18;4;0;7;0
353650505000035;1;2;0;2;2;0;3;0;1;2;0
353650505000036;1;18;0;0;5;0;25;0;1;6;0
353650505000037;1;13;1;0;4;0;8;2;0;10;0
353650505000038;1;23;2;0;7;0;20;2;0;12;0
353650505000039;1;7;0;0;25;0;8;1;0;25;0
353650505000040;1;13;2;0;5;0;13;1;0;5;0
353650505000041;1;23;4;0;27;0;16;1;1;13;0
353650505000042;1;18;1;0;3;0;12;0;0;9;0
353650505000043;1;22;0;0;6;0;18;0;0;3;0
353650505000044;1;13;2;0;10;0;18;0;0;5;0
353650505000045;1;13;3;0;8;0;10;3;0;6;0
353650505000046;1;15;1;0;9;0;22;0;1;6;0
353650505000047;1;19;1;0;8;0;22;3;0;10;0
353650505000048;1;20;1;0;17;0;18;0;0;17;0
353650505000049;1;15;0;0;2;0;12;1;0;4;0
353650505000050;1;9;0;1;1;0;3;0;0;5;0
353650505000051;1;1;0;0;2;0;0;0;0;0;0
353650505000052;1;26;2;0;7;0;26;2;0;11;0
353650505000053;1;14;4;0;12;0;16;3;0;6;0
353650505000054;1;13;0;0;11;0;11;1;0;4;0
353650505000055;1;14;0;0;3;0;9;0;0;3;0
353650505000056;1;22;1;0;2;0;19;1;0;2;0
353650505000057;1;12;1;0;2;0;19;0;0;3;0
353650505000058;1;0;X;X;X;X;X;X;X;X;X
353650505000059;1;32;1;1;6;0;25;0;1;5;0
353650505000060;1;18;5;0;22;0;23;2;0;22;0
353650505000061;1;19;1;0;19;0;21;3;0;14;0
353650505000062;1;15;1;0;14;0;16;4;0;20;0
353650505000063;1;0;0;0;0;0;4;0;0;3;0
353650505000064;1;8;1;0;9;0;13;2;0;7;0
353650505000065;1;18;1;0;8;0;14;2;0;12;0
353650505000066;1;19;1;1;0;0;17;0;0;1;0
353650505000067;1;14;0;0;4;0;13;0;0;4;0
353650505000068;1;1;0;0;0;0;1;0;0;0;0
353650505000069;1;16;4;0;10;0;18;0;0;10;0
353650505000070;1;0;0;0;0;0;2;0;0;0;0
353650505000071;1;12;0;0;3;0;12;0;0;3;0
353650505000072;1;20;3;0;10;0;24;2;0;13;0
353650505000073;1;23;0;0;13;0;19;0;0;7;0
353650505000074;1;23;4;0;16;0;23;1;1;18;0
353650505000075;1;13;2;0;13;0;25;0;0;12;0
353650505000076;1;41;2;0;8;0;35;1;0;7;0
353650505000077;1;25;0;0;3;0;24;1;0;9;0
353650505000078;1;24;1;0;10;0;23;3;0;5;0
353650505000079;1;25;2;0;8;0;22;1;0;2;0
353650505000080;1;18;2;0;21;0;21;0;0;13;0
353650505000082;8;0;X;X;X;X;X;X;X;X;X
353650505000083;8;0;X;X;X;X;X;X;X;X;X
353650505000084;1;9;0;0;2;0;10;0;0;0;0
353650505000085;1;21;0;0;1;0;36;0;1;3;0
353650505000086;1;19;2;0;11;0;22;2;1;9;0
353650505000088;1;25;0;0;1;0;17;0;0;1;0
353650505000089;1;40;0;1;3;0;31;0;1;0;0
353650505000090;1;14;0;1;0;0;15;0;0;0;0
353650505000091;1;28;0;0;1;0;13;0;2;0;0
353650505000092;1;15;0;0;0;0;7;0;0;1;0
353650505000093;1;27;0;0;9;0;34;0;0;10;0
353650505000094;1;5;0;0;2;0;5;0;0;1;0
353650505000095;1;21;0;0;1;0;15;0;0;0;0
353650505000096;1;14;1;1;6;0;15;2;2;5;0
353650505000097;1;17;1;0;7;0;21;0;0;8;0
353650505000098;1;14;0;0;4;0;12;0;0;1;0
353650505000099;1;11;1;0;8;0;10;1;0;2;0
353650505000100;1;22;0;0;5;0;14;1;0;6;0
353650505000101;1;20;0;0;9;0;19;0;0;8;0
353650505000102;1;21;0;0;7;0;18;0;0;14;0
353650505000103;1;16;0;0;10;0;14;0;0;8;0
353650505000104;1;20;0;0;9;0;17;2;1;8;0
353650505000105;1;26;0;1;12;0;31;1;0;12;0
353650505000106;1;21;0;0;14;0;21;2;0;5;0
353650505000107;1;34;2;0;18;0;27;1;0;11;0
353650505000108;1;24;3;0;8;0;32;2;1;7;0
353650505000110;1;28;1;0;11;0;23;1;0;18;0
353650505000111;1;20;0;0;3;0;16;0;1;3;0
353650505000112;1;33;0;1;0;0;38;0;2;3;0
353650505000113;1;23;0;0;0;0;30;0;2;2;0
353650505000114;1;1;0;1;0;0;3;0;0;0;0
353650505000115;1;3;0;0;0;0;1;0;0;0;0
353650505000116;1;15;0;0;6;0;13;0;0;4;0
353650505000117;1;24;0;0;3;0;13;0;0;5;0
353650505000118;1;16;7;0;22;0;23;3;1;25;0
353650505000119;1;8;0;0;1;0;7;0;0;1;0
353650505000120;1;19;3;0;16;0;19;3;0;19;0
353650505000121;1;7;0;0;16;0;6;1;0;15;0
353650505000122;1;6;0;0;3;0;10;0;0;3;0
353650505000123;1;26;0;0;31;0;31;0;1;19;0
353650505000124;1;34;8;0;30;0;17;0;0;25;0
353650505000125;1;35;0;0;20;0;38;1;0;17;0
353650505000126;1;2;X;X;X;X;X;X;X;X;X
353650505000127;1;30;4;0;20;0;21;0;0;18;0
353657005000001;1;7;0;0;3;0;12;0;0;4;0
353657005000002;8;5;0;0;2;0;7;0;0;0;0
353657005000003;1;14;0;0;2;0;10;0;0;4;0
353657005000004;8;7;1;0;0;0;10;0;0;1;0
353657005000005;1;1;X;X;X;X;X;X;X;X;X
353657005000006;1;0;X;X;X;X;X;X;X;X;X
353660405000001;1;10;0;0;1;0;7;0;0;2;0
353660405000002;1;10;2;0;4;0;7;0;0;14;0
353660405000003;1;11;1;0;4;0;10;0;0;5;0
353660405000004;1;6;1;0;2;0;7;3;0;4;0
353660405000005;1;14;0;0;4;0;17;1;0;8;0
353660405000006;1;8;0;0;1;0;8;1;0;3;0
353660405000007;1;2;0;0;0;0;6;0;0;4;0
353660405000008;1;6;0;0;8;0;8;0;0;2;0
353660405000009;1;8;4;0;10;0;7;2;0;7;0
353660405000010;1;14;0;0;14;0;18;3;0;11;0
353660405000011;1;26;0;1;20;0;14;0;0;12;0
353660405000012;1;4;1;0;17;0;14;3;1;9;0
353660405000013;1;10;0;0;14;0;9;1;0;10;0
353660405000014;1;12;1;0;4;0;8;0;0;2;0
353660405000015;8;2;0;0;1;0;4;0;0;2;0
353660405000016;8;10;0;0;3;0;5;0;0;5;0
353660405000017;8;3;0;0;2;0;2;0;0;1;0
353670305000001;1;8;2;0;5;0;7;0;0;4;0
353670305000002;1;4;0;0;1;0;4;0;0;1;0
353670305000003;1;18;1;1;1;0;11;0;0;0;0
353670305000004;1;13;0;0;0;0;9;0;0;1;0
353670305000005;1;8;0;0;1;0;15;0;0;2;0
353670305000006;1;12;1;0;2;0;8;0;0;4;0
353670305000007;1;10;0;0;3;0;12;1;0;3;0
353670305000008;1;12;1;0;1;0;5;2;0;0;0
353670305000009;1;19;0;0;0;0;14;0;0;0;0
353670305000010;1;13;0;0;1;0;21;0;0;1;0
353670305000011;1;19;3;0;7;0;18;0;0;7;0
353670305000012;1;15;0;0;2;0;12;0;0;1;0
353670305000013;1;9;0;0;3;0;10;1;0;4;0
353670305000014;1;14;0;0;2;0;19;0;1;4;0
353670305000015;1;16;1;0;5;0;22;0;1;11;0
353670305000016;1;29;1;0;2;0;26;1;0;6;0
353670305000017;1;15;0;0;8;0;13;0;0;12;0
353670305000018;1;18;0;0;7;0;12;0;0;8;0
353670305000019;1;17;0;2;3;0;17;1;0;1;0
353670305000020;1;22;1;0;8;0;15;0;0;4;0
353670305000021;1;6;0;0;4;0;13;0;0;0;0
353670305000022;1;13;0;0;4;0;16;0;1;7;0
353670305000023;1;21;1;0;10;0;16;1;0;16;0
353670305000024;1;20;0;1;1;0;20;0;0;4;0
353670305000025;1;21;2;0;5;0;17;1;2;4;0
353670305000026;1;48;1;0;29;0;31;1;0;17;0
353670305000027;1;25;1;0;6;0;14;0;0;3;0
353670305000028;1;13;0;0;6;0;7;1;0;6;0
353670305000029;1;42;3;1;12;0;43;1;0;20;0
353670305000030;1;26;1;0;4;0;25;1;0;7;0
353670305000031;1;27;0;0;4;0;31;0;0;5;0
353670305000032;1;18;0;0;17;1;31;1;0;16;0
353670305000033;1;25;1;0;5;0;21;1;0;2;0
353670305000034;1;32;3;0;26;0;28;3;0;19;0
353670305000035;1;28;6;0;25;0;32;2;1;18;0
353670305000036;1;22;3;0;13;0;15;0;0;16;0
353670305000037;1;21;4;0;21;0;16;7;0;20;0
353670305000038;1;12;0;0;18;0;15;1;0;17;0
353670305000039;1;12;0;0;9;0;18;0;0;6;0
353670305000040;1;23;0;0;10;0;20;0;0;5;0
353670305000041;1;16;0;0;7;0;16;0;0;7;0
353670305000042;3;0;0;0;0;0;0;1;0;2;0
353670305000043;3;0;0;0;0;0;0;0;0;0;0
353670305000044;8;3;0;0;3;0;4;1;0;2;0
353670305000045;8;3;0;0;1;0;4;1;0;0;0
353670305000046;8;11;0;0;5;0;14;0;0;1;0
353670305000047;8;1;0;0;0;0;6;1;0;2;0
353670305000048;1;8;0;0;4;0;12;0;2;4;0
353670305000049;1;32;2;0;5;0;20;0;0;6;0
353670305000050;1;18;2;0;6;0;13;0;0;6;0
353670305000051;1;20;3;0;6;0;29;0;0;10;0
353670305000052;1;17;1;0;19;0;17;0;0;15;0
353670305000053;1;29;0;0;24;0;20;2;0;16;0
353670305000054;1;7;0;0;3;0;4;0;0;4;0
353670305000055;1;2;0;0;2;0;2;0;0;1;0
353670310000001;1;6;0;0;2;0;3;0;0;2;0
353670310000002;8;11;0;0;1;0;6;0;0;2;0
353670310000003;8;20;0;0;13;0;15;0;0;9;0
353670315000001;1;22;0;0;5;0;19;0;0;8;0
353670315000002;8;3;0;0;5;0;2;0;0;4;0
353670315000003;8;1;0;0;0;0;8;0;0;2;0
353670315000004;8;7;0;0;7;0;12;0;0;11;0
353670320000001;1;6;0;0;3;0;5;0;0;0;0
353670320000002;8;5;0;0;2;0;4;0;0;1;0
353680205000001;1;8;0;0;4;0;9;1;0;5;0
353680205000002;1;16;0;0;1;0;23;0;0;3;0
353680205000003;8;4;0;0;1;0;6;0;0;2;0
353680205000004;8;14;0;0;5;0;8;0;0;2;0
353680205000005;8;15;0;0;0;0;6;0;0;0;0
353680205000006;8;16;1;0;2;0;15;1;0;0;0
353680205000007;8;20;0;0;2;0;9;0;0;2;0
353680205000008;8;9;1;0;0;0;3;0;0;2;0
353680205000009;8;10;0;0;1;0;4;0;0;1;0
353680205000010;8;18;1;0;4;0;17;0;0;5;0
353680205000011;8;14;0;0;3;0;9;0;0;3;0
353680205000012;2;1;0;0;0;0;0;0;0;0;0
353680205000013;2;0;X;X;X;X;X;X;X;X;X
353680205000014;2;0;0;0;0;0;0;0;0;0;0
353680205000015;2;0;X;X;X;X;X;X;X;X;X
353680205000016;2;1;0;0;0;0;0;0;0;0;0
353680205000018;8;14;0;0;2;0;10;0;0;3;0
353690105000001;1;10;0;0;2;0;9;0;0;1;0
353690105000002;1;16;0;0;0;0;21;0;0;0;0
353690105000003;8;3;0;0;0;0;3;0;0;0;0
353690105000004;8;6;0;0;0;0;4;0;0;0;0
353690105000005;8;7;0;0;1;0;10;0;0;1;0
353690105000006;2;0;X;X;X;X;X;X;X;X;X
353690105000008;2;0;X;X;X;X;X;X;X;X;X
353690110000001;1;11;0;0;1;0;10;0;0;0;0
353690110000002;8;3;0;0;0;0;5;0;0;0;0
353690110000003;8;3;0;0;1;0;0;0;0;1;0
353700805000001;1;27;6;0;11;0;18;1;0;7;0
353700805000002;1;12;0;0;5;0;12;0;0;4;0
353700805000003;1;11;1;0;3;0;16;1;0;7;0
353700805000004;1;22;0;0;16;0;32;4;0;13;0
353700805000005;1;20;0;0;11;0;22;1;0;12;0
353700805000006;1;22;1;0;13;0;22;2;0;13;0
353700805000007;1;23;0;0;4;0;18;0;0;5;0
353700805000008;1;8;1;0;4;0;11;0;0;9;0
353700805000009;1;17;0;0;7;0;23;1;0;12;0
353700805000010;1;27;3;2;16;0;31;1;0;18;0
353700805000011;8;23;1;0;7;0;15;1;0;15;0
353700805000012;8;6;1;0;0;0;6;0;0;2;0
353700805000013;6;9;0;0;3;0;13;0;0;3;0
353700805000014;6;7;0;0;1;0;5;0;0;1;0
353700805000015;8;16;4;0;7;0;15;1;0;11;0
353700805000016;8;4;X;X;X;X;X;X;X;X;X
353700805000017;8;2;1;0;9;0;6;2;0;4;0
353700805000018;8;8;0;0;2;0;20;0;0;3;0
353700805000019;8;8;0;0;3;0;13;1;0;3;0
353700805000020;8;11;0;0;7;0;6;0;0;11;0
353700805000021;8;0;X;X;X;X;X;X;X;X;X
353700805000022;1;6;0;0;0;0;0;0;0;0;0
353700805000023;1;20;0;0;5;0;13;0;0;12;0
353700805000024;1;10;2;0;8;0;8;0;0;2;0
353700805000025;1;9;1;0;5;0;8;0;0;10;0
353700810000001;1;7;0;0;8;0;6;0;0;5;0
353700810000002;8;3;0;0;0;0;3;0;0;0;0
353700815000001;1;4;0;0;0;0;10;0;0;3;0
353700815000002;8;4;0;0;3;0;0;0;0;5;0
353700815000003;8;6;0;0;3;0;5;0;0;0;0
353710705000001;1;13;0;0;2;0;12;0;0;4;0
353710705000002;1;4;0;0;0;0;4;0;0;1;0
353710705000003;1;12;0;0;2;0;9;0;0;0;0
353710705000004;1;13;0;0;1;0;9;0;0;2;0
353710705000005;1;5;0;0;0;0;9;0;0;2;0
353710705000006;1;11;0;0;0;0;17;0;0;0;0
353710705000007;1;8;0;0;0;0;9;0;0;0;0
353710705000008;1;4;0;0;4;0;2;1;0;3;0
353710705000009;1;19;1;1;1;0;13;0;0;1;0
353710705000010;1;11;1;0;0;0;12;0;0;1;0
353710705000011;1;18;0;0;6;0;15;3;0;9;0
353710705000012;1;14;0;0;11;0;13;1;0;6;0
353710705000013;1;16;1;0;2;0;8;0;0;5;0
353710705000014;1;11;1;0;4;0;13;0;0;4;0
353710705000015;1;13;1;0;8;0;7;0;0;3;0
353710705000016;2;19;1;0;1;0;27;0;0;1;0
353710705000017;1;14;0;0;2;0;17;0;0;2;0
353710705000018;1;8;0;0;1;0;6;0;0;6;0
353710705000019;1;11;0;0;4;0;18;2;0;1;0
353710705000022;1;14;0;0;3;0;13;0;1;4;0
353710705000023;1;10;0;0;1;0;12;0;0;0;0
353710705000024;1;8;0;0;2;0;9;1;0;2;0
353710705000025;1;9;0;0;1;0;5;0;0;1;0
353710705000026;2;29;0;0;4;0;22;1;0;4;0
353710705000027;1;16;0;0;0;0;13;0;0;0;0
353710705000028;1;40;2;0;18;0;35;0;0;11;0
353710705000029;1;27;2;1;16;0;20;0;1;19;0
353710705000030;1;20;0;1;1;0;26;0;0;2;0
353710705000031;1;13;0;0;0;0;7;0;0;3;0
353710705000032;1;22;0;0;2;0;19;0;0;4;0
353710705000033;1;8;0;0;2;0;17;0;0;0;0
353710705000034;1;27;0;0;9;0;26;0;0;11;0
353710705000035;1;14;1;1;2;0;9;3;0;10;0
353710705000036;1;24;0;0;17;0;13;0;0;8;0
353710705000037;2;48;1;0;12;0;32;1;0;24;0
353710705000038;1;27;0;0;6;0;31;1;0;6;0
353710705000039;1;30;0;1;10;0;29;3;0;19;0
353710705000040;1;26;0;0;12;0;23;0;0;10;0
353710705000041;1;27;2;0;15;0;22;1;0;7;0
353710705000042;1;20;2;0;8;0;17;0;0;8;0
353710705000043;2;18;0;0;6;0;22;0;0;5;0
353710705000044;2;26;0;0;2;0;20;0;0;2;0
353710705000045;1;16;2;0;3;0;18;4;0;3;0
353710705000046;8;2;0;0;3;0;2;0;0;0;0
353710705000047;8;7;0;0;5;0;6;1;0;4;0
353710705000048;1;11;0;0;0;0;10;1;0;0;0
