"","Região","Subsetor","Trabalhadores"
"12270","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12271","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12272","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12273","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12274","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12275","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12276","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12277","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12278","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12279","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12280","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12281","Oeste","Comércio varejista",0
"12282","Oeste","Comércio varejista",0
"12283","Oeste","Transportes e comunicaçoes",0
"12284","Oeste","Ensino",0
"12285","Oeste","Comércio varejista",0
"12286","Oeste","Serviços médicos, odontológicos e veterinários",0
"12287","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12288","Oeste","Ensino",0
"12289","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12290","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12291","Oeste","Serviços médicos, odontológicos e veterinários",0
"12292","Oeste","Comércio varejista",0
"12293","Oeste","Comércio varejista",0
"12294","Oeste","Ensino",0
"12295","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12296","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12297","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12298","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12299","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12300","Oeste","Comércio varejista",0
"12301","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12302","Oeste","Serviços médicos, odontológicos e veterinários",0
"12303","Oeste","Ensino",0
"12304","Oeste","Comércio atacadista",0
"12305","Oeste","Ensino",0
"12306","Oeste","Ensino",0
"12307","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12308","Oeste","Comércio varejista",0
"12309","Oeste","Comércio varejista",0
"12310","Oeste","Ensino",0
"12311","Oeste","Construçao civil",0
"12312","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12313","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12314","Oeste","Comércio atacadista",0
"12315","Oeste","Construçao civil",0
"12316","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12317","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12318","Oeste","Comércio varejista",0
"12319","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12320","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12321","Oeste","Ensino",0
"12322","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12323","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12324","Oeste","Comércio varejista",0
"12325","Oeste","Ensino",0
"12326","Oeste","Comércio atacadista",0
"12327","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12328","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12329","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12330","Oeste","Ensino",0
"12331","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12332","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12333","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12334","Oeste","Comércio varejista",0
"12335","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12336","Oeste","Serviços médicos, odontológicos e veterinários",0
"12337","Oeste","Construçao civil",0
"12338","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12339","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12340","Oeste","Comércio atacadista",0
"12341","Oeste","Serviços médicos, odontológicos e veterinários",0
"12342","Oeste","Comércio varejista",0
"12343","Oeste","Comércio varejista",0
"12344","Oeste","Comércio atacadista",0
"12345","Oeste","Comércio varejista",0
"12346","Oeste","Comércio varejista",0
"12347","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12348","Oeste","Construçao civil",0
"12349","Oeste","Comércio varejista",0
"12350","Oeste","Comércio atacadista",0
"12351","Oeste","Comércio varejista",0
"12352","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12353","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12354","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12355","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12356","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12357","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12358","Oeste","Transportes e comunicaçoes",0
"12359","Oeste","Comércio varejista",0
"12360","Oeste","Serviços médicos, odontológicos e veterinários",0
"12361","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12362","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12363","Oeste","Ensino",0
"12364","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12365","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12366","Oeste","Ensino",0
"12367","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12368","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12369","Oeste","Comércio varejista",0
"12370","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12371","Oeste","Transportes e comunicaçoes",0
"12372","Oeste","Serviços médicos, odontológicos e veterinários",0
"12373","Oeste","Comércio varejista",0
"12374","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12375","Oeste","Comércio atacadista",0
"12376","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12377","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12378","Oeste","Comércio varejista",0
"12379","Oeste","Comércio atacadista",0
"12380","Oeste","Comércio varejista",0
"12381","Oeste","Transportes e comunicaçoes",0
"12382","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12383","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12384","Oeste","Ensino",0
"12385","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12386","Oeste","Comércio varejista",0
"12387","Oeste","Comércio varejista",0
"12388","Oeste","Comércio atacadista",0
"12389","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12390","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12391","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12392","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12393","Oeste","Ind. química de produtos farmacêuticos, veterinários, perfumaria",0
"12394","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12395","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12396","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12397","Oeste","Comércio varejista",0
"12398","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12399","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12400","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12401","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12402","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12403","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12404","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12405","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12406","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12407","Oeste","Comércio varejista",0
"12408","Oeste","Comércio varejista",0
"12409","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12410","Oeste","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"12411","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12412","Oeste","Comércio varejista",0
"12413","Oeste","Comércio varejista",0
"12414","Oeste","Comércio varejista",0
"12415","Oeste","Comércio atacadista",0
"12416","Oeste","Comércio atacadista",0
"12417","Oeste","Comércio varejista",0
"12418","Oeste","Transportes e comunicaçoes",0
"12419","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12420","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12421","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12422","Oeste","Serviços médicos, odontológicos e veterinários",0
"12423","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12424","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12425","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12426","Oeste","Comércio atacadista",0
"12427","Oeste","Comércio varejista",0
"12428","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12429","Oeste","Transportes e comunicaçoes",0
"12430","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12431","Oeste","Comércio varejista",0
"12432","Oeste","Construçao civil",0
"12433","Oeste","Comércio atacadista",0
"12434","Oeste","Construçao civil",0
"12435","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12436","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12437","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12438","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12439","Oeste","Transportes e comunicaçoes",0
"12440","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12441","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12442","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12443","Oeste","Comércio varejista",0
"12444","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12445","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12446","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12447","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12448","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12449","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12450","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12451","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12452","Oeste","Serviços médicos, odontológicos e veterinários",0
"12453","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12454","Oeste","Comércio atacadista",0
"12455","Oeste","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"12456","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12457","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12458","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12459","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12460","Oeste","Ensino",0
"12461","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12462","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12463","Oeste","Comércio varejista",0
"12464","Oeste","Comércio varejista",0
"12465","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12466","Oeste","Comércio varejista",0
"12467","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12468","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12469","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12470","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12471","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12472","Oeste","Ensino",0
"12473","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12474","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12475","Oeste","Serviços médicos, odontológicos e veterinários",0
"12476","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12477","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12478","Oeste","Serviços médicos, odontológicos e veterinários",0
"12479","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12480","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12481","Oeste","Serviços médicos, odontológicos e veterinários",0
"12482","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12483","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12484","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12485","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12486","Oeste","Comércio varejista",0
"12487","Oeste","Comércio varejista",0
"12488","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12489","Oeste","Ensino",0
"12490","Oeste","Comércio atacadista",0
"12491","Oeste","Ensino",0
"12492","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12493","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12494","Oeste","Serviços médicos, odontológicos e veterinários",0
"12495","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12496","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12497","Oeste","Serviços médicos, odontológicos e veterinários",0
"12498","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12499","Oeste","Serviços médicos, odontológicos e veterinários",0
"12500","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12501","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12502","Oeste","Construçao civil",0
"12503","Oeste","Transportes e comunicaçoes",0
"12504","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12505","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12506","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12507","Oeste","Comércio varejista",0
"12508","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12509","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12510","Oeste","Comércio atacadista",0
"12511","Oeste","Comércio atacadista",0
"12512","Oeste","Comércio varejista",0
"12513","Oeste","Construçao civil",0
"12514","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12515","Oeste","Comércio varejista",0
"12516","Oeste","Construçao civil",0
"12517","Oeste","Ensino",0
"12518","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12519","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12520","Oeste","Comércio varejista",0
"12521","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12522","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12523","Oeste","Comércio varejista",0
"12524","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12525","Oeste","Comércio varejista",0
"12526","Oeste","Comércio varejista",0
"12527","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12528","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12529","Oeste","Construçao civil",0
"12530","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12531","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12532","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12533","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12534","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12535","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12536","Oeste","Comércio atacadista",0
"12537","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12538","Oeste","Serviços médicos, odontológicos e veterinários",0
"12539","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12540","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12541","Oeste","Comércio atacadista",0
"12542","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12543","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12544","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12545","Oeste","Transportes e comunicaçoes",0
"12546","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12547","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12548","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12549","Oeste","Construçao civil",0
"12550","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12551","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12552","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12553","Oeste","Ensino",0
"12554","Oeste","Ensino",0
"12555","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12556","Oeste","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"12557","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12558","Oeste","Comércio varejista",0
"12559","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12560","Oeste","Serviços médicos, odontológicos e veterinários",0
"12561","Oeste","Serviços médicos, odontológicos e veterinários",0
"12562","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12563","Oeste","Ensino",0
"12564","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12565","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12566","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12567","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12568","Oeste","Serviços médicos, odontológicos e veterinários",0
"12569","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12570","Oeste","Serviços médicos, odontológicos e veterinários",0
"12571","Oeste","Serviços médicos, odontológicos e veterinários",0
"12572","Oeste","Comércio varejista",0
"12573","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12574","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12575","Oeste","Serviços médicos, odontológicos e veterinários",0
"12576","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12577","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12578","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12579","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12580","Oeste","Comércio atacadista",0
"12581","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12582","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12583","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12584","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12585","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12586","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12587","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12588","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12589","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12590","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12591","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12592","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12593","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12594","Oeste","Comércio atacadista",0
"12595","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12596","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12597","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12598","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12599","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12600","Oeste","Comércio atacadista",0
"12601","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12602","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12603","Oeste","Comércio atacadista",0
"12604","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12605","Oeste","Comércio varejista",0
"12606","Oeste","Comércio varejista",0
"12607","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12608","Oeste","Comércio varejista",0
"12609","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12610","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12611","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12612","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12613","Oeste","Transportes e comunicaçoes",0
"12614","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12615","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12616","Oeste","Serviços médicos, odontológicos e veterinários",0
"12617","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12618","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12619","Oeste","Serviços médicos, odontológicos e veterinários",0
"12620","Oeste","Construçao civil",0
"12621","Oeste","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"12622","Oeste","Comércio atacadista",0
"12623","Oeste","Comércio varejista",0
"12624","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12625","Oeste","Comércio varejista",0
"12626","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12627","Oeste","Ensino",0
"12628","Oeste","Instituiçoes de crédito, seguros e capitalizaçao",0
"12629","Oeste","Construçao civil",0
"12630","Oeste","Ensino",0
"12631","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12632","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12633","Oeste","Indústria têxtil do vestuário e artefatos de tecidos",0
"12634","Oeste","Ensino",0
"12635","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12636","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12637","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12638","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12639","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12640","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12641","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12642","Oeste","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"12643","Oeste","Comércio varejista",0
"12644","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12645","Oeste","Comércio varejista",0
"12646","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12647","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12648","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12649","Oeste","Ensino",0
"12650","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12651","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12652","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12653","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12654","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12655","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12656","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12657","Oeste","Comércio varejista",0
"12658","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12659","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12660","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12661","Oeste","Transportes e comunicaçoes",0
"12662","Oeste","Ensino",0
"12663","Oeste","Comércio atacadista",0
"12664","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12665","Oeste","Comércio varejista",0
"12666","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12667","Oeste","Serviços médicos, odontológicos e veterinários",0
"12668","Oeste","Comércio atacadista",0
"12669","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12670","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12671","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12672","Oeste","Transportes e comunicaçoes",0
"12673","Oeste","Ensino",0
"12674","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12675","Oeste","Serviços médicos, odontológicos e veterinários",0
"12676","Oeste","Construçao civil",0
"12677","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12678","Oeste","Construçao civil",0
"12679","Oeste","Comércio atacadista",0
"12680","Oeste","Construçao civil",0
"12681","Oeste","Serviços médicos, odontológicos e veterinários",0
"12682","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12683","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12684","Oeste","Comércio varejista",0
"12685","Oeste","Comércio varejista",0
"12686","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12687","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12688","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12689","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12690","Oeste","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"12691","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"12692","Oeste","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
