"","Região","Subsetor","Trabalhadores"
"6670","Centro","Serviços médicos, odontológicos e veterinários",0
"6671","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6672","Centro","Comércio varejista",0
"6673","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6674","Centro","Comércio varejista",0
"6675","Centro","Comércio varejista",0
"6676","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6677","Centro","Comércio varejista",0
"6678","Centro","Comércio varejista",0
"6679","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6680","Centro","Comércio varejista",0
"6681","Centro","Comércio varejista",0
"6682","Centro","Comércio varejista",0
"6683","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6684","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6685","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6686","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6687","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6688","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6689","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6690","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6691","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6692","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6693","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6694","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6695","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6696","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6697","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6698","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6699","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6700","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6701","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6702","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6703","Centro","Construçao civil",0
"6704","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6705","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6706","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6707","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6708","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6709","Centro","Construçao civil",0
"6710","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6711","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6712","Centro","Serviços médicos, odontológicos e veterinários",0
"6713","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6714","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6715","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6716","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6717","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6718","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6719","Centro","Transportes e comunicaçoes",0
"6720","Centro","Serviços médicos, odontológicos e veterinários",0
"6721","Centro","Transportes e comunicaçoes",0
"6722","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6723","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6724","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6725","Centro","Transportes e comunicaçoes",0
"6726","Centro","Transportes e comunicaçoes",0
"6727","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6728","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6729","Centro","Comércio varejista",0
"6730","Centro","Comércio varejista",0
"6731","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6732","Centro","Comércio varejista",0
"6733","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6734","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6735","Centro","Comércio varejista",0
"6736","Centro","Comércio varejista",0
"6737","Centro","Comércio varejista",0
"6738","Centro","Comércio varejista",0
"6739","Centro","Comércio varejista",0
"6740","Centro","Comércio varejista",0
"6741","Centro","Comércio varejista",0
"6742","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6743","Centro","Comércio varejista",0
"6744","Centro","Comércio varejista",0
"6745","Centro","Comércio varejista",0
"6746","Centro","Comércio varejista",0
"6747","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6748","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6749","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6750","Centro","Comércio varejista",0
"6751","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6752","Centro","Transportes e comunicaçoes",0
"6753","Centro","Comércio varejista",0
"6754","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6755","Centro","Comércio varejista",0
"6756","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6757","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"6758","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6759","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6760","Centro","Comércio varejista",0
"6761","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6762","Centro","Comércio varejista",0
"6763","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6764","Centro","Comércio varejista",0
"6765","Centro","Comércio varejista",0
"6766","Centro","Comércio varejista",0
"6767","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6768","Centro","Comércio varejista",0
"6769","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6770","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6771","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6772","Centro","Comércio varejista",0
"6773","Centro","Comércio varejista",0
"6774","Centro","Comércio varejista",0
"6775","Centro","Comércio varejista",0
"6776","Centro","Comércio atacadista",0
"6777","Centro","Comércio atacadista",0
"6778","Centro","Comércio varejista",0
"6779","Centro","Comércio atacadista",0
"6780","Centro","Comércio atacadista",0
"6781","Centro","Ensino",0
"6782","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6783","Centro","Serviços médicos, odontológicos e veterinários",0
"6784","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6785","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6786","Centro","Serviços médicos, odontológicos e veterinários",0
"6787","Centro","Ensino",0
"6788","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6789","Centro","Comércio varejista",0
"6790","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6791","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6792","Centro","Comércio varejista",0
"6793","Centro","Comércio varejista",0
"6794","Centro","Comércio atacadista",0
"6795","Centro","Construçao civil",0
"6796","Centro","Comércio atacadista",0
"6797","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6798","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6799","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6800","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6801","Centro","Comércio varejista",0
"6802","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6803","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6804","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6805","Centro","Comércio varejista",0
"6806","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6807","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6808","Centro","Comércio varejista",0
"6809","Centro","Comércio varejista",0
"6810","Centro","Comércio atacadista",0
"6811","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6812","Centro","Comércio varejista",0
"6813","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6814","Centro","Comércio varejista",0
"6815","Centro","Comércio varejista",0
"6816","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6817","Centro","Ensino",0
"6818","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6819","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6820","Centro","Comércio varejista",0
"6821","Centro","Comércio varejista",0
"6822","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6823","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6824","Centro","Comércio varejista",0
"6825","Centro","Transportes e comunicaçoes",0
"6826","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6827","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6828","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6829","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6830","Centro","Construçao civil",0
"6831","Centro","Construçao civil",0
"6832","Centro","Transportes e comunicaçoes",0
"6833","Centro","Construçao civil",0
"6834","Centro","Comércio atacadista",0
"6835","Centro","Transportes e comunicaçoes",0
"6836","Centro","Transportes e comunicaçoes",0
"6837","Centro","Transportes e comunicaçoes",0
"6838","Centro","Transportes e comunicaçoes",0
"6839","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6840","Centro","Transportes e comunicaçoes",0
"6841","Centro","Comércio varejista",0
"6842","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6843","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6844","Centro","Comércio varejista",0
"6845","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6846","Centro","Construçao civil",0
"6847","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6848","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6849","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6850","Centro","Comércio varejista",0
"6851","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6852","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6853","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6854","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6855","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6856","Centro","Construçao civil",0
"6857","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6858","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6859","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6860","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6861","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6862","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6863","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6864","Centro","Serviços médicos, odontológicos e veterinários",0
"6865","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6866","Centro","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"6867","Centro","Serviços médicos, odontológicos e veterinários",0
"6868","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6869","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6870","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6871","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6872","Centro","Ensino",0
"6873","Centro","Serviços médicos, odontológicos e veterinários",0
"6874","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6875","Centro","Ensino",0
"6876","Centro","Ensino",0
"6877","Centro","Comércio varejista",0
"6878","Centro","Ensino",0
"6879","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6880","Centro","Serviços médicos, odontológicos e veterinários",0
"6881","Centro","Serviços médicos, odontológicos e veterinários",0
"6882","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6883","Centro","Serviços médicos, odontológicos e veterinários",0
"6884","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6885","Centro","Comércio varejista",0
"6886","Centro","Comércio varejista",0
"6887","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6888","Centro","Comércio varejista",0
"6889","Centro","Comércio varejista",0
"6890","Centro","Serviços médicos, odontológicos e veterinários",0
"6891","Centro","Comércio varejista",0
"6892","Centro","Ensino",0
"6893","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6894","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6895","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6896","Centro","Comércio varejista",0
"6897","Centro","Comércio varejista",0
"6898","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6899","Centro","Construçao civil",0
"6900","Centro","Comércio varejista",0
"6901","Centro","Comércio atacadista",0
"6902","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"6903","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6904","Centro","Comércio atacadista",0
"6905","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6906","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6907","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6908","Centro","Serviços médicos, odontológicos e veterinários",0
"6909","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6910","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6911","Centro","Comércio varejista",0
"6912","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"6913","Centro","Ensino",0
"6914","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6915","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6916","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6917","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6918","Centro","Construçao civil",0
"6919","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"6920","Centro","Comércio varejista",0
"6921","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6922","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6923","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6924","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6925","Centro","Serviços médicos, odontológicos e veterinários",0
"6926","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6927","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6928","Centro","Serviços médicos, odontológicos e veterinários",0
"6929","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6930","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6931","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6932","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6933","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6934","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6935","Centro","Comércio varejista",0
"6936","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6937","Centro","Comércio varejista",0
"6938","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6939","Centro","Comércio varejista",0
"6940","Centro","Transportes e comunicaçoes",0
"6941","Centro","Comércio varejista",0
"6942","Centro","Comércio atacadista",0
"6943","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6944","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"6945","Centro","Ensino",0
"6946","Centro","Ensino",0
"6947","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6948","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6949","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6950","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6951","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6952","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6953","Centro","Comércio varejista",0
"6954","Centro","Comércio varejista",0
"6955","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6956","Centro","Comércio varejista",0
"6957","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6958","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6959","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6960","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6961","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6962","Centro","Transportes e comunicaçoes",0
"6963","Centro","Construçao civil",0
"6964","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6965","Centro","Construçao civil",0
"6966","Centro","Construçao civil",0
"6967","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6968","Centro","Comércio varejista",0
"6969","Centro","Transportes e comunicaçoes",0
"6970","Centro","Serviços médicos, odontológicos e veterinários",0
"6971","Centro","Construçao civil",0
"6972","Centro","Comércio varejista",0
"6973","Centro","Comércio varejista",0
"6974","Centro","Comércio varejista",0
"6975","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6976","Centro","Serviços médicos, odontológicos e veterinários",0
"6977","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6978","Centro","Comércio atacadista",0
"6979","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6980","Centro","Serviços médicos, odontológicos e veterinários",0
"6981","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6982","Centro","Comércio varejista",0
"6983","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6984","Centro","Serviços médicos, odontológicos e veterinários",0
"6985","Centro","Comércio varejista",0
"6986","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6987","Centro","Comércio varejista",0
"6988","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6989","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6990","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6991","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6992","Centro","Comércio varejista",0
"6993","Centro","Comércio varejista",0
"6994","Centro","Construçao civil",0
"6995","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6996","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"6997","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"6998","Centro","Construçao civil",0
"6999","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7000","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7001","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7002","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7003","Centro","Construçao civil",0
"7004","Centro","Serviços médicos, odontológicos e veterinários",0
"7005","Centro","Construçao civil",0
"7006","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7007","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7008","Centro","Comércio varejista",0
"7009","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7010","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7011","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7012","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7013","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7014","Centro","Comércio varejista",0
"7015","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7016","Centro","Ensino",0
"7017","Centro","Comércio atacadista",0
"7018","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7019","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7020","Centro","Comércio varejista",0
"7021","Centro","Comércio varejista",0
"7022","Centro","Transportes e comunicaçoes",0
"7023","Centro","Serviços médicos, odontológicos e veterinários",0
"7024","Centro","Comércio varejista",0
"7025","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7026","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7027","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7028","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7029","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"7030","Centro","Comércio varejista",0
"7031","Centro","Serviços médicos, odontológicos e veterinários",0
"7032","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7033","Centro","Serviços médicos, odontológicos e veterinários",0
"7034","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7035","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7036","Centro","Transportes e comunicaçoes",0
"7037","Centro","Construçao civil",0
"7038","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7039","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7040","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7041","Centro","Serviços médicos, odontológicos e veterinários",0
"7042","Centro","Comércio varejista",0
"7043","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7044","Centro","Serviços médicos, odontológicos e veterinários",0
"7045","Centro","Construçao civil",0
"7046","Centro","Construçao civil",0
"7047","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7048","Centro","Ensino",0
"7049","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7050","Centro","Comércio atacadista",0
"7051","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7052","Centro","Serviços médicos, odontológicos e veterinários",0
"7053","Centro","Serviços médicos, odontológicos e veterinários",0
"7054","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7055","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7056","Centro","Serviços médicos, odontológicos e veterinários",0
"7057","Centro","Comércio varejista",0
"7058","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7059","Centro","Comércio varejista",0
"7060","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7061","Centro","Serviços médicos, odontológicos e veterinários",0
"7062","Centro","Comércio varejista",0
"7063","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7064","Centro","Construçao civil",0
"7065","Centro","Comércio atacadista",0
"7066","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7067","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7068","Centro","Comércio varejista",0
"7069","Centro","Ensino",0
"7070","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7071","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7072","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7073","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7074","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7075","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7076","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7077","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7078","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7079","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7080","Centro","Comércio varejista",0
"7081","Centro","Construçao civil",0
"7082","Centro","Comércio varejista",0
"7083","Centro","Construçao civil",0
"7084","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7085","Centro","Comércio varejista",0
"7086","Centro","Comércio varejista",0
"7087","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7088","Centro","Comércio varejista",0
"7089","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7090","Centro","Serviços médicos, odontológicos e veterinários",0
"7091","Centro","Ensino",0
"7092","Centro","Serviços médicos, odontológicos e veterinários",0
"7093","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7094","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7095","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7096","Centro","Serviços médicos, odontológicos e veterinários",0
"7097","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7098","Centro","Comércio varejista",0
"7099","Centro","Transportes e comunicaçoes",0
"7100","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7101","Centro","Comércio atacadista",0
"7102","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7103","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7104","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7105","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7106","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7107","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7108","Centro","Comércio varejista",0
"7109","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7110","Centro","Construçao civil",0
"7111","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7112","Centro","Ensino",0
"7113","Centro","Transportes e comunicaçoes",0
"7114","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7115","Centro","Comércio varejista",0
"7116","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7117","Centro","Comércio atacadista",0
"7118","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7119","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7120","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
